Tag,Quadrat,DBH,Latin,Date_Collected,Collected_By,Date_Mounted,Mounted_By,Date_First_Measured,First_Measured_by,Date_Second_Measured,Second_Measured_by,number_of_rings,Center,Duplicate,Notes
201083,2013,224.2,Carya cordiformis,8/2/10,CL,8/5/10,JM,,,,,,,0,
20757,213,381.1,Carya glabra,6/29/10,JM,7/14/10,JG,,,,,,,0,
22319,225,211.1,Carya glabra,7/2/10,JG,7/14/10,CW,,,,,,,0,
22335,226,272,Carya glabra,7/2/10,JG,7/14/10,CW,,,,,,,0,
22388,227,315.1,Carya glabra,10/19/10,CL,10/26/10,JM,,,,,,,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly."
30571,316,265.9,Carya glabra,8/10/10,JM,8/26/10,JM,,,,,,,0,
42383,427,204.3,Carya glabra,7/6/10,JM,7/14/10,CR,,,,,,,0,
50527,512,462.5,Carya glabra,6/23/10,JM,7/14/10,JM,,,,,,,0,"6/23/10, JM: tree hollow, retrieved as much core as possible."
52064,519,299,Carya glabra,7/2/10,JT,7/14/10,CW,,,,,,,0,
52250,524,590.5,Carya glabra,6/29/10,MH,7/14/10,JG,,,,,,,0,"6/29/10, MH: may have lost some of the core in the tree, spoon wasn't grabbing it."
62162,621,181.2,Carya glabra,6/29/10,MH,7/14/10,DC,,,,,,,0,
62190,622,196.2,Carya glabra,6/29/10,MH,7/14/10,DC,,,,,,,0,
62234,623,187.1,Carya glabra,6/29/10,MH,7/14/10,DC,,,,,,,0,
62315,626,190.8,Carya glabra,7/6/10,CL,7/14/10,WR,,,,,,,0,
62376,628,355.6,Carya glabra,7/6/10,CL,7/14/10,WR,,,,,,,0,
82060,818,351,Carya glabra,7/1/10,DC,7/14/10,RW,,,,,,,0,
82130,820,161,Carya glabra,7/1/10,DC,7/14/10,RW,,,,,,,0,
82173,821,330,Carya glabra,7/1/10,DC,7/14/10,CR,,,,,,,0,
82242,824,171.6,Carya glabra,7/1/10,DC,7/14/10,CW,,,,,,,0,
82294,826,414.9,Carya glabra,7/8/10,DC,7/14/10,PC,,,,,,,0,
82309,826,429,Carya glabra,7/8/10,DC,7/14/10,WR,,,,,,,0,
92204,921,357.1,Carya glabra,7/1/10,DC,7/14/10,RW,,,,,,,0,"7/1/10, DC: Large knot in trunk that I did my best to avoid, but probably couldn't avoid it entirely."
102335,1024,228,Carya glabra,7/9/10,JM,7/14/10,JM,,,,,,,0,
102402,1027,471,Carya glabra,10/25/10,CL,10/27/10,CL,,,,,,,0,"10/29/10, JM: re-cored tree, original mounted incorrectly."
112184,1121,465.9,Carya glabra,7/19/10,JM,7/26/10,CL,,,,,,,0,"7/19/10, JM: end of core rotted and twisted."
112320,1125,355,Carya glabra,7/9/10,JM,7/14/10,LZ,,,,,,,0,
112399,1127,164.1,Carya glabra,7/8/10,DC,7/14/10,PC,,,,,,,0,"7/14/10, PC: end pieces may have been twisted."
122159,1221,186.9,Carya glabra,7/13/10,JG,7/16/10,JM,,,,,,,0,
122272,1223,338.7,Carya glabra,7/9/10,LT,7/14/10,CL,,,,,,,0,
122277,1223,154,Carya glabra,7/9/10,LT,7/14/10,CL,,,,,,,0,
122407,1226,224.7,Carya glabra,7/7/10,JM,7/14/10,LZ,,,,,,,0,
122458,1226,227,Carya glabra,7/8/10,LT,7/14/10,LZ,,,,,,,0,
122459,1226,186.1,Carya glabra,7/7/10,JM,7/14/10,CL,,,,,,,0,
122476,1228,189.7,Carya glabra,7/8/10,LT,7/14/10,CL,,,,,,,0,"7/14/10, CL: not a piece missing. Core was warped."
132158,1319,161.1,Carya glabra,7/19/10,CL,7/23/10,JG,,,,,,,0,
132168,1320,219,Carya glabra,7/19/10,CL,7/26/10,JM,,,,,,,0,
132226,1321,221,Carya glabra,NA,NA,NA,NA,NA,NA,,,NA,,0,"7/19/10, CL: DBH of this tree is only <2 inches."
132324,1323,231.1,Carya glabra,7/19/10,CL,7/26/10,CL,,,,,,,0,
132459,1330,191.8,Carya glabra,7/8/10,LT,7/14/10,WR,,,,,,,0,
142069,1418,164.9,Carya glabra,7/19/10,CL,7/23/10,JG,,,,,,,0,
142246,1420,208.4,Carya glabra,8/2/10,JM,8/6/10,JM,,,,,,,0,
142435,1420,181.5,Carya glabra,8/2/10,JM,8/5/10,JM,,,,,,,0,
151070,1514,606.6,Carya glabra,7/19/10,JM,7/26/10,CL,,,,,,,0,
152040,1518,162,Carya glabra,8/2/10,JM,8/5/10,JM,,,,,,,0,
152053,1518,210,Carya glabra,8/2/10,JM,8/6/10,JM,,,,,,,0,
152690,1531,274.1,Carya glabra,NA,NA,NA,NA,NA,NA,,,NA,,0,"7/8/10, JM: DBH too similar for both stems."
152718,1532,315.6,Carya glabra,7/8/10,LT,7/14/10,LZ,,,,,,,0,
162431,1626,163.3,Carya glabra,8/10/10,CL,8/29/10,JM,,,,,,,0,
172006,1717,293.7,Carya glabra,,,,,,,,,,,0,
172218,1718,151.8,Carya glabra,8/2/10,CL,8/5/10,JM,,,,,,,0,
182272,1821,155.6,Carya glabra,8/2/10,CL,8/5/10,SG,,,,,,,0,
122489A,1229,180,Carya glabra,7/8/10,LT,7/14/10,WR,,,,,,,0,
122489B,1229,274.4,Carya glabra,7/8/10,JM,7/14/10,CR,,,,,,,0,
192625A,1926,210.2,Carya glabra,8/3/10,CL,8/4/10,JM,,,,,,,0,
192625B,1926,159.4,Carya glabra,8/3/10,DC,8/6/10,JM,,,,,,,0,
10653,114,159.2,Carya ovalis,6/29/10,JM,7/14/10,DC,,,,,,,0,
10705,113,327.8,Carya ovalis,6/29/10,JM,7/14/10,DC,,,,,,,0,
12072,119,240.2,Carya ovalis,7/1/10,JM,7/14/10,LZ,,,,,,,0,
22363,226,165,Carya ovalis,7/2/10,JG,7/14/10,JG,,,,,,,0,
30219,305,232.2,Carya ovalis,NA,NA,NA,NA,NA,NA,,,NA,,0,"6/25/10, HB: Inside exclosure."
32360,327,391.8,Carya ovalis,7/2/10,JM,7/14/10,CW,,,,,,,0,
32481,330,207.8,Carya ovalis,7/2/10,JG,7/14/10,CW,,,,,,,0,
42393,428,402.7,Carya ovalis,7/6/10,JM,7/14/10,CR,,,,,,,0,
42566,431,490,Carya ovalis,7/6/10,JM,7/14/10,CR,,,,,,,0,
42588,432,375,Carya ovalis,7/6/10,JM,7/14/10,WR,,,,,,,0,
42590,432,150.5,Carya ovalis,7/6/10,JM,7/14/10,WR,,,,,,,0,
50172,503,236.7,Carya ovalis,6/23/10,JM,7/14/10,JM,,,,,,,0,
52270,525,169.4,Carya ovalis,7/2/10,JM,7/14/10,JG,,,,,,,0,"7/2/10, JM: tree has two stems, chose Western-most stem."
62139,620,203.9,Carya ovalis,6/29/10,MH,7/14/10,DC,,,,,,,0,
72113,719,278.7,Carya ovalis,7/2/10,JT,7/14/10,CW,,,,,,,0,
92113,919,180,Carya ovalis,7/2/10,JT,7/14/10,JG,,,,,,,0,
92454,927,461.5,Carya ovalis,10/25/10,CL,10/27/10,CL,,,,,,,0,"10/29/10, JM: re-cored tree, original mounted incorrectly."
112360,1126,260,Carya ovalis,7/8/10,DC,7/14/10,WR,,,,,,,0,
112453,1127,282.5,Carya ovalis,7/8/10,DC,7/14/10,PC,,,,,,,0,
121420,1213,292.7,Carya ovalis,7/19/10,JM,7/23/10,JG,,,,,,,0,
121425,1213,169.5,Carya ovalis,7/19/10,JM,7/23/10,JG,,,,,,,0,
132270,1324,168.4,Carya ovalis,7/19/10,CL,7/23/10,JG,,,,,,,0,
132463,1331,277.8,Carya ovalis,NA,NA,NA,NA,NA,NA,,,NA,,0,"7/8/10, JM: dead, standing snag."
142068,1418,357.4,Carya ovalis,7/19/10,CL,7/23/10,JG,,,,,,,0,
151196,1516,270.9,Carya ovalis,8/2/10,JM,8/5/10,JM,,,,,,,0,
162116,1617,388.5,Carya ovalis,8/2/10,JM,8/5/10,JM,,,,,,,0,
171199,1710,181.5,Carya ovalis,8/3/10,JM,8/10/10,JM,,,,,,,0,
171409,1711,631,Carya ovalis,8/10/10,CL,8/26/10,JM,,,,,,,0,"8/10/10, CL: could bore no more. Worried about bending/twisting core."
172039,1719,274.3,Carya ovalis,8/2/10,CL,8/5/10,JM,,,,,,,0,
172055,1720,167.8,Carya ovalis,8/2/10,CL,8/6/10,JM,,,,,,,0,
172595,1732,309.8,Carya ovalis,8/3/10,JM,8/5/10,JM,,,,,,,0,
180870,1816,179.4,Carya ovalis,8/2/10,CL,8/5/10,JM,,,,,,,0,
180930,1809,233.2,Carya ovalis,8/5/10,LT,8/10/10,JM,,,,,,,0,
180934,1810,273.8,Carya ovalis,8/3/10,JM,8/4/10,JM,,,,,,,0,
182008,1817,255.5,Carya ovalis,8/2/10,CL,8/5/10,JM,,,,,,,0,
190929,1916,217.7,Carya ovalis,8/2/10,CL,8/5/10,JM,,,,,,,0,
192283,1921,244.8,Carya ovalis,8/3/10,CL,8/5/10,JM,,,,,,,0,
201404,2015,189.1,Carya ovalis,8/3/10,CL,8/4/10,JM,,,,,,,0,"8/3/10, CL: center of tree rotten."
202330,2022,195.9,Carya ovalis,8/3/10,CL,8/5/10,JM,,,,,,,0,
132198,1321,356.7,Carya sp,NA,NA,NA,NA,NA,NA,,,NA,,0,"7/19/10, CL: dead tree."
10633,112,334.4,Carya tomentosa,8/10/10,JM,8/25/10,JM,,,,,,,0,
10644,112,300.9,Carya tomentosa,6/25/10,HB,7/14/10,PD,,,,,,,0,
10704,113,320.4,Carya tomentosa,6/29/10,JM,7/14/10,DC,,,,,,,0,"6/29/10, JM: tree has two stems, cored the Eastern-most stem."
12080,119,315.9,Carya tomentosa,7/1/10,JM,7/14/10,WR,,,,,,,0,
12403,129,179.8,Carya tomentosa,7/2/10,JM,7/14/10,JG,,,,,,,0,
20848,216,214.7,Carya tomentosa,7/1/10,JM,7/14/10,RW,,,,,,,0,
22036,217,383.3,Carya tomentosa,7/1/10,JM,7/14/10,CR,,,,,,,0,
22434,228,168.2,Carya tomentosa,7/2/10,JM,7/14/10,CW,,,,,,,0,
22441,228,568,Carya tomentosa,10/19/10,CL,10/25/10,CL,11/4/10,JM,,,71,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/4/10, JM: 71 rings, 2009-1939."
30564,315,206.1,Carya tomentosa,10/19/10,CL,10/26/10,JM,,,,,,,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly."
30624,316,250.8,Carya tomentosa,6/25/10,JG,7/14/10,JM,,,,,,,0,
32319,325,329.9,Carya tomentosa,7/2/10,JM,7/14/10,CW,,,,,,,0,
32367,327,158.3,Carya tomentosa,7/2/10,JM,7/14/10,JG,,,,,,,0,
42109,420,176.9,Carya tomentosa,6/29/10,JM,7/14/10,JG,,,,,,,0,
42382,427,182,Carya tomentosa,7/6/10,JM,7/14/10,CR,,,,,,,0,
42395,428,167,Carya tomentosa,10/19/10,CL,10/26/10,JM,,,,,,,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly."
50206,502,256.9,Carya tomentosa,6/23/10,JM,7/14/10,JM,,,,,,,0,
52124,520,273.5,Carya tomentosa,7/1/10,JM,7/14/10,WR,,,,,,,0,
52369,529,227.9,Carya tomentosa,7/2/10,JM,7/14/10,CW,,,,,,,0,
62306,625,322.6,Carya tomentosa,7/6/10,CL,7/14/10,CR,,,,,,,0,
62313,626,199.1,Carya tomentosa,7/6/10,CL,7/14/10,CR,,,,,,,0,
62445,632,236.8,Carya tomentosa,7/6/10,CL,7/14/10,WR,,,,,,,0,
72040,717,161,Carya tomentosa,7/2/10,JT,7/14/10,CW,,,,,,,0,
92175,921,307.5,Carya tomentosa,7/2/10,JT,7/14/10,CW,,,,,,,0,
101239,1014,504.5,Carya tomentosa,7/13/10,JM,7/26/10,JM,,,,,,,0,
102148,1019,252.8,Carya tomentosa,7/9/10,JM,7/14/10,CL,,,,,,,0,
112146,1120,171.8,Carya tomentosa,7/19/10,JM,7/28/10,JM,,,,,,,0,
121324,1213,289.1,Carya tomentosa,7/19/10,JM,7/26/10,JM,,,,,,,0,
121344,1214,162.4,Carya tomentosa,7/19/10,JM,7/26/10,JM,,,,,,,0,
121430,1214,153.9,Carya tomentosa,7/19/10,JM,7/26/10,JM,,,,,,,0,
121458,1216,156.3,Carya tomentosa,7/19/10,JM,7/26/10,CL,,,,,,,0,
122326,1224,351,Carya tomentosa,7/9/10,LT,7/14/10,CL,,,,,,,0,
122551,1230,162.4,Carya tomentosa,NA,NA,NA,NA,NA,NA,,,NA,,0,"7/8/10, JM: tree too small to core. "
131173,1313,201.6,Carya tomentosa,7/13/10,CL,7/16/10,JM,,,,,,,0,
131183,1313,176.9,Carya tomentosa,7/13/10,CL,7/16/10,JM,,,,,,,0,
132124,1318,470.8,Carya tomentosa,7/19/10,CL,7/26/10,CL,,,,,,,0,
132308,1322,329.4,Carya tomentosa,7/19/10,CL,7/23/10,JG,,,,,,,0,
142491,1421,189,Carya tomentosa,8/2/10,JM,8/4/10,JM,,,,,,,0,
151634,1516,219.3,Carya tomentosa,8/2/10,JM,8/6/10,JM,,,,,,,0,
160808,1610,392.9,Carya tomentosa,8/3/10,JM,8/10/10,JM,,,,,,,0,"8/3/10, JM: hit rotten section of tree. Took core as deep as I could."
171401,1710,185.4,Carya tomentosa,,,,,,,,,,,0,
10619,111,189.9,Fagus grandifolia,10/25/10,CL,10/27/10,CL,11/16/10,JM,,,51,1,0,"10/29/10, JM: Re-cored tree, original mounted incorrectly; 11/16/10, JM: 51 rings, 2009-1959."
10643,112,653.3,Fagus grandifolia,6/25/10,HB,7/14/10,PD,11/23/10,JM,,,122,0,0,"11/23/10, JM: 122 rings, 2009-1888. Terrible core: (1) mounted backwards, (2) first piece of core (mounted I believe in the right place) is mounted improperly, so I can't see the first rings, and (3) second piece of core is mounted with the bark between it and the first. So, measured from the first visible ring, and then in the ""right"" direction. "
10647,112,142.5,Fagus grandifolia,3/7/11,VM,3/10/11,NP,3/30/11,JM,6/8/11,JM,68,1,0,"3/30/11, JM: 66 rings, 2009-1944; 6/8/11, JM: 68 rings, 2009-1942. Improved correlation, but minimally. At the end of core, larger rings?"
10664,114,135,Fagus grandifolia,3/7/11,DS,3/10/11,MF,3/29/11,JM,,,36,1,0,"3/29/11, JM: 36 rings, 2009-1974."
10675,114,186.5,Fagus grandifolia,6/29/10,JM,7/14/10,DC,11/17/10,JM,,,50,1,0,"11/17/10, JM: 50 rings, 2009-1960."
10730,115,137.3,Fagus grandifolia,3/7/11,VM,3/10/11,MK,4/5/11,JM,6/8/11,JM,67,1,0,"4/5/11, JM: 67 rings, 2009-1943; 6/8/11, JM: Re-measured, still low correlation. May be missing rings on the outside edge of core, but not sure."
10743,115,116.1,Fagus grandifolia,3/7/11,DS,3/10/11,NP,3/29/11,JM,6/7/11,JM,46,1,0,"3/29/11, JM: 47 rings, 2009-1963; 6/7/2011, JM: 46 rings, 2009-1964."
12032,118,159,Fagus grandifolia,8/10/10,JM,8/25/10,JM,10/7/10,JM,,,31,1,0,"10/7/10, JM: 31 rings, 2009-1979. Stopped at ring 31- scarring and weird change in direction kept me from measuring the end of the core."
20627,209,705.6,Fagus grandifolia,3/7/11,JL,3/10/11,AT,3/28/11,JM,,,33,1,0,"3/7/2011, JM: Not 70 cm, maybe 30?; 3/28/11, JM: 33 rings, 2009-1977."
20693,211,199.8,Fagus grandifolia,6/25/10,HB,7/14/10,LZ,11/22/10,JM,,,43,1,0,"11/22/10, JM: 43 rings, 2009-1967. First part of core twisted, but believe ring count is accurate."
20820,216,181.5,Fagus grandifolia,6/29/10,JM,7/15/10,JM,11/16/10,JM,,,39,1,0,"11/16/10, JM: 39 rings, 2009-1971. Scarring in ring 39, believe there are no more rings beyond this point (visible on the core)."
20847,216,100.5,Fagus grandifolia,3/7/11,DS,3/10/11,NP,3/29/11,JM,,,42,1,0,"3/29/11, JM: 42 rings, 2009-1968."
30233,306,1030.4,Fagus grandifolia,3/7/11,JL,3/10/11,UNK,3/30/11,JM,,,107,0,0,"3/7/11, JL: Tried to core twice, hit rot 15 cm in; 3/30/11, JM: 107 rings, 2009-1903. Measured core until rotted area."
30256,310,600.9,Fagus grandifolia,3/7/11,NW,3/10/11,AS,,,,,,,,
30257,310,158.9,Fagus grandifolia,6/25/10,JM,7/14/10,JG,11/17/10,JM,12/13/10,JM,81,0,0,"11/17/10, JM: 81 rings, 2009-1929. Although the center of the tree was cored, scarring keeps me from measuring beyond ring 81. Also, very small rings, and difficult to see ring boundaries makes me unsure of my measurement; 12/13/10, JM: 84 rings, 2009-1926. Can't seem to improve this correlation."
30333,306,206.7,Fagus grandifolia,6/25/10,JG,7/14/10,CL,11/24/10,JM,,,89,1,0,"11/24/10, JM: 89 rings, 2009-1921. First 3 rings on twisted core, did my best to estimate ring boundaries, but may be off."
30418,310,237.8,Fagus grandifolia,6/25/10,JG,7/15/10,LT,11/24/10,JM,12/13/10,JM,35,1,0,"11/24/10, JM: 35 rings, 2009-1975. Very small piece of core is twisted on the bark end, but I don't think there are any rings on this piece. However, ring boundaries for the entire core were particularly difficult to see; 12/13/10, JM: cannot find missing rings that are messing with correlation. Re-measured core, but only slightly improved correlation."
30421,311,618.1,Fagus grandifolia,3/8/11,MK,3/10/11,AS,3/28/11,JM,,,117,0,0,"3/28/11, JM: 117 rings, 2009-1893."
30472,314,103.4,Fagus grandifolia,3/7/11,VM,3/10/11,NP,3/28/11,JM,6/7/11,JM,48,1,0,"3/28/11, JM: 47 rings, 2009-1963; 6/7/11, JM: 48 rings, 2009-1962. Still really low correlation after re-measuring. Might be missing rings, but too difficult to tell."
30483,314,164.3,Fagus grandifolia,6/29/10,JM,7/14/10,DC,11/18/10,JM,,,42,1,0,"11/18/10, JM: 42 rings, 2009-1968."
30534,314,111.7,Fagus grandifolia,3/7/11,DS,3/10/11,MK,3/28/11,JM,6/7/11,JM,34,1,0,"3/28/11, JM: 32 rings, 2009-1938; 6/7/11, JM: 34 rings, 2009-1976. Still really bad correlation after re-measuring, might be missing rings at the beginning?"
30549,315,153.4,Fagus grandifolia,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/25/10, JM: Dead, recently fallen."
40563,406,344.5,Fagus grandifolia,6/25/10,JG,7/14/10,PD,11/22/10,JM,,,78,1,0,"11/22/10, JM: 78 rings, 2009-1932. First piece of core unreadable (mounted incorrectly? Weird piece of core?) May not even belong there, started at the visible ring- maximum missing one ring. There are two false rings in 62."
40585,408,141,Fagus grandifolia,3/7/11,VM,3/10/11,NP,3/29/11,JM,,,31,1,0,"3/28/11, JM: 31 rings, 2009-1979."
40873,412,306.8,Fagus grandifolia,10/25/10,CL,10/27/10,CL,11/18/10,JM,,,90,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/18/10, JM: 90 rings, 2009-1920."
40889,413,130.1,Fagus grandifolia,3/7/11,VM,3/10/11,MK,4/7/11,JM,6/8/11,,48,1,0,"4/7/11, JM: 48 rings, 2009-1962."
50557,513,265.3,Fagus grandifolia,6/29/10,JM,7/15/10,LT,11/19/10,JM,,,55,1,0,"11/19/10, JM: 55 rings, 2009-1955. Around ring 29, odd scarring, almost looks like radial cells, then a break in the wood, and rings continue. I continued past ring 29, but there may be missing rings. "
50559,514,206.6,Fagus grandifolia,6/29/10,JM,7/14/10,DC,11/17/10,JM,,,55,1,0,"11/17/10, JM: 55 rings, 2009-1955."
50563,514,208.7,Fagus grandifolia,6/29/10,JM,7/14/10,DC,11/19/10,JM,,,56,1,0,"6/29/10, JM: tree inaccessible except from upslope near tag; 11/19/10, JM: 56 rings, 2009-1954. Wondering if core may be missing at the bark edge- odd shape, if not."
50567,515,721.2,Fagus grandifolia,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/29/10, JM: dead, fallen tree."
50652,514,175.2,Fagus grandifolia,6/29/10,JM,7/14/10,DC,11/17/10,JM,,,43,1,0,"11/17/10, JM: 43 rings, 2009-1967."
52010,517,161.4,Fagus grandifolia,6/29/10,JM,7/14/10,DC,11/18/10,JM,,,54,1,0,"11/18/10, JM: 54 rings, 2009-1956. I think ring 15 is a true ring, but following the vessel cells, it tends to curve a bit, and so looks irregular."
52130,520,161.7,Fagus grandifolia,7/1/10,JM,7/14/10,LZ,11/17/10,JM,,,51,1,0,"11/17/10, JM: 51 rings, 2009-1959. Ring 19 boundary along a crack. I think there may be a false ring somewhere, but I didn't see any obvious ones."
60426,612,282.7,Fagus grandifolia,6/23/10,JM,7/14/10,JM,11/16/10,JM,,,56,1,0,"11/16/10, JM: 56 rings, 2009-1954."
60467,615,153.6,Fagus grandifolia,6/29/10,MH,7/16/10,JM,11/19/10,JM,,,48,1,0,"11/19/10, JM: 48 rings, 2009-1951. First part of core twisted, unsure of how many rings are in this section."
60486,616,152.8,Fagus grandifolia,6/29/10,MH,7/16/10,JM,11/19/10,JM,12/13/10,JM,61,1,0,"11/19/10, JM: 61 rings, 2009-1949. first piece of core mounted incorrectly-however, I don't think I'm missing any rings; 12/13/10, JM: re-measured, improved correlation."
60596,616,176.9,Fagus grandifolia,6/29/10,MH,7/16/10,JM,11/19/10,JM,,,29,1,0,"11/19/10, JM: 29 rings, 2009-1981. I think the second piece of core is flipped the wrong direction."
70018,701,199.1,Fagus grandifolia,6/23/10,JM,7/14/10,JM,11/17/10,JM,,,52,1,0,"11/17/10, JM: 52 rings, 2009-1958."
92562,932,146.9,Fagus grandifolia,3/8/11,TB,3/10/11,MF,3/28/11,JM,,,57,1,0,"3/28/11, JM: 57 rings, 2010-1954. First piece mounted incorrectly, estimate 2 rings there."
102157,1020,222.1,Fagus grandifolia,7/9/10,JM,7/14/10,CL,11/17/10,JM,,,59,1,0,"11/17/10, JM: 59 rings, 2009-1951."
132531,1330,124.4,Fagus grandifolia,3/8/11,TB,3/10/11,NW,3/30/11,JM,6/7/11,JM,65,1,0,"3/30/11, JM: 64 rings, 2009-1946. First two rings are on a mis-mounted piece of core; 6/7/11, JM: 65 rings, 2009-1945. Remeasured, still bad correlation, unclear how to improve."
132532,1330,145.7,Fagus grandifolia,3/8/11,AT,3/10/11,NW,3/28/11,JM,6/7/11,JM,58,1,0,"3/28/11, JM: 57 rings, 2010-1954. May be missing a ring at the beginning of the core; 6/7/11, JM: 58 rings, 2009-Based on crossdating, remeasured and added two ""0"" rings to the front of core. "
142651,1430,187.3,Fagus grandifolia,7/8/10,LT,7/14/10,LZ,11/22/10,JM,12/13/10,JM,38,1,0,"11/22/10, JM: 39 rings, 2009-1971. Ring 2 along a broken piece of core- may be a ring along the break line, but I can't tell, so I assume that the break is over a continous ring; 12/13/10, JM: 38 rings, 2009-1972. Believe that the first ring is false, based on the coloration of the new first ring and also how poorly mounted the first pieces of core are."
150911,1506,177.5,Fagus grandifolia,8/4/10,JG,8/11/10,JM,10/7/10,JM,12/13/10,JM,51,1,0,"10/7/10, JM: 53 rings, 2009-1957; 12/13/10, JM: 51 rings, 2009-1955."
151123,1511,158.3,Fagus grandifolia,8/9/10,JM,8/25/10,JM,10/7/10,JM,,,49,1,0,"10/7/10, JM: 49 rings, 2009-1961."
151140,1512,165.6,Fagus grandifolia,8/9/10,JM,8/25/10,JM,10/7/10,JM,,,47,1,0,"10/7/10, JM: 47 rings, 2009-1963."
151193,1516,115.8,Fagus grandifolia,3/8/11,TB,3/10/11,NW,,,,,,,,
152529,1526,283.1,Fagus grandifolia,7/7/10,JM,7/14/10,LZ,11/15/10,JM,,,55,1,0,"11/15/10, JM: 55 rings, 2009-1955."
152661,1530,114.2,Fagus grandifolia,3/8/11,AT,3/10/11,JL,3/28/11,JM,6/7/11,JM,40,1,0,"3/28/11, JM: 42 rings, 2009-1968; 6/7/11, JM: 40 rings, 2009-1970. Incorrect ring count intially."
160760,1606,187.5,Fagus grandifolia,8/4/10,JG,8/10/10,JM,10/7/10,JM,12/13/10,JM,36,1,0,"10/7/10, JM: 35 rings, 2009-1975; 12/13/10, JM: 36 rings, 2009-1974. Added a ring to the front."
160776,1608,121.7,Fagus grandifolia,3/8/11,TB,3/10/11,NW,,,,,,,,
171150,1706,136.7,Fagus grandifolia,3/8/11,AT,3/10/11,NW,3/30/11,JM,6/8/11,JM,40,1,0,"3/30/11, JM: 40 rings, 2009-1970; 6/8/11, JM: Remeasured, improved correlation."
171306,1712,222.4,Fagus grandifolia,8/3/10,JM,8/10/10,CL,10/7/10,JM,,,41,1,0,"10/7/10, JM: 41 rings, 2009-1969."
182695,1830,163.8,Fagus grandifolia,8/3/10,CL,8/5/10,JM,9/20/10,JM,,,47,1,0,"9/20/10, JM: 47 rings, 2009-1963."
190635,1906,159,Fagus grandifolia,8/9/10,CL,8/26/10,JM,10/7/10,JM,,,41,1,0,"10/7/10, JM: 41 rings, 2009-1969."
10194,104,275.8,Fagus grandifolia,8/9/10,JM,8/26/10,JM,10/7/10,JM,,,27,1,1,"10/7/10, JM: 27 rings, 2009-1983; 11/19/10, JM: tree cored twice."
10194,104,275.8,Fagus grandifolia,6/23/10,HB,UNK,UNK,,,,,22,1,0,"11/19/10: 22 rings, 2009-1988. Tree cored twice. Might be twisted, ring boundaries are impossible to see, relying on vessel cells."
10539,108,463.4,Fraxinus americana,8/9/10,JM,8/26/10,JM,1/4/11,JM,,,128,1,0,"1/4/11, JM: 128 rings, 2009-1882."
12267,125,206.6,Fraxinus americana,7/2/10,JM,7/14/10,JG,1/6/11,JM,,,34,1,0,"1/6/11, JM: 34 rings, 2009-1976. Core mounted backwards."
12303,126,276.1,Fraxinus americana,10/19/10,CL,10/26/10,JM,1/4/11,JM,,,64,1,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 1/4/11, JM: 64 rings, 2009-1946."
22333,226,366.9,Fraxinus americana,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"7/2/10, JG: tree has two stems with too similar of a DBH to distinguish."
30062,303,197.9,Fraxinus americana,6/23/10,JM,7/14/10,JM,1/4/11,JM,,,71,1,0,"1/4/11, JM: 71 rings, 2009-1939."
40131,403,609.8,Fraxinus americana,3/7/11,NW,3/10/11,AT,3/28/11,JM,,,118,1,0,"3/28/11, JM: 118 rings, 2009-1892."
101292,1016,550,Fraxinus americana,7/18/10,JT,7/26/10,JM,1/4/11,JM,,,112,0,0,"1/4/11, JM: 112 rings, 2009-1892. First piece of core definitely not from this tree, did not include in ring count."
132525,1329,514,Fraxinus americana,7/8/10,JM,7/14/10,CR,1/21/11,JM,,,85,1,0,"1/21/11, JM: 85 rings, 2009-1925."
140881,1414,601.5,Fraxinus americana,3/8/11,MK,3/10/11,AS,3/29/11,JM,,,96,1,0,"3/29/11, JM: 96 rings, 2009-1914."
140883,1414,687.2,Fraxinus americana,7/19/10,CL,7/26/10,CL,,,,,,,0,"7/19/10, CL: rotten spot near end of core. Some left on mount for missing rot."
141124,1416,184.3,Fraxinus americana,7/19/10,CL,7/26/10,JM,1/6/11,JM,,,59,1,0,"1/6/11, JM: 59 rings, 2009-1951. Ring 6 is along a crack, may be missing rings?"
142178,1419,534.9,Fraxinus americana,7/19/10,JM,7/26/10,CL,1/3/11,JM,,,116,0,0,"1/3/11, JM: 116 rings, 2009-1894."
142206,1419,851.4,Fraxinus americana,3/8/11,AS,3/10/11,AT,,,,,,,,
142703,1428,177.9,Fraxinus americana,7/8/10,LT,7/14/10,CR,1/6/11,JM,,,55,1,0,"1/6/11, JM: 55 rings, 2009-1955. First piece of core mounted incorrectly, cannot see cells, assume no missing rings. Second piece of core mounted in wrong direction."
150048,1501,439.6,Fraxinus americana,8/4/10,JG,8/10/10,CL,1/6/11,JM,,,62,1,0,"1/6/11, JM: 62 rings, 2009-1948."
152659,1530,175.7,Fraxinus americana,7/8/10,JM,7/14/10,LZ,1/21/11,JM,,,71,1,0,"1/21/11, JM: 71 rings, 2009-1939."
