plot,x,y,Total_N_mean,NH4_mean,P,pH2,pH1,Al,Ca,K,Mg,Mn,ECEC,BS
824,125,555,3.839601037,3.973086247,18.8383202,4.85231306,4.91,0.30,9.60,0.48,2.25,0.72,14.86,80.39
825,125,565,4.960143653,5.003618664,19.24016761,5.168298836,5.19,0.16,11.15,0.47,2.33,0.58,15.91,87.01
826,125,575,5.76751409,5.751709426,19.60937303,5.453217517,5.45,0.08,12.79,0.45,2.40,0.46,16.86,92.75
827,125,585,5.332116942,5.337616433,19.88388087,5.649132089,5.63,0.04,13.95,0.44,2.44,0.38,17.47,96.48
828,125,595,5.321782553,5.323999832,20.016767,5.616115033,5.62,0.04,13.96,0.44,2.47,0.38,17.56,96.52
829,125,605,6.465330224,6.389138947,20.09196221,5.442116932,5.47,0.06,13.14,0.44,2.46,0.44,17.15,94.91
830,125,615,9.162362515,8.993736905,20.12673415,5.21906819,5.27,0.07,11.87,0.44,2.39,0.50,16.34,92.68
831,125,625,9.441800892,9.257522502,20.26058745,5.156110776,5.19,0.07,11.27,0.44,2.36,0.52,15.99,91.89
832,125,635,7.222797167,7.103898121,20.508435,5.266055429,5.25,0.07,11.43,0.46,2.40,0.49,16.18,92.63
833,135,5,6.061956353,5.620563349,14.07427585,4.895751631,4.89,0.34,7.91,0.46,1.97,0.55,11.20,82.84
834,135,15,5.532665287,5.21095849,14.33624038,4.725511916,4.71,0.43,6.60,0.42,1.85,0.57,10.64,80.20
835,135,25,4.706108562,4.556227886,14.55453305,4.540753352,4.55,0.56,5.70,0.38,1.76,0.60,10.20,76.21
836,135,35,5.059708544,4.90511515,14.84417525,4.457328395,4.49,0.69,5.82,0.35,1.78,0.65,10.42,71.88
837,135,45,5.212985918,4.994867113,15.15957097,4.492098819,4.53,0.62,6.87,0.34,1.95,0.68,11.14,73.19
838,135,55,5.178258114,4.888542711,15.48023525,4.61357498,4.67,0.44,8.90,0.35,2.25,0.71,12.29,79.47
839,135,65,5.060531879,4.762545013,15.79866328,4.792029571,4.85,0.29,12.10,0.38,2.63,0.68,13.79,84.61
840,135,75,5.056963521,4.764619998,16.17777879,5.034449406,5.05,0.18,16.86,0.44,3.13,0.61,15.85,88.05
841,135,85,5.793563769,5.48227612,16.6857418,5.32152628,5.27,0.12,23.29,0.57,3.78,0.56,18.63,92.00
842,135,95,7.444481178,7.147002732,17.05511006,5.558963333,5.45,0.09,28.74,0.73,4.35,0.54,21.16,95.96
843,135,105,5.644233462,5.339278702,16.51296301,5.491776462,5.38,0.10,24.46,0.71,3.98,0.51,19.98,96.76
844,135,115,4.676518014,4.422220037,15.74054533,5.342708203,5.26,0.11,18.59,0.65,3.45,0.49,17.88,96.47
845,135,125,4.382943663,4.165825701,15.03063748,5.213316368,5.20,0.10,14.49,0.59,3.05,0.48,16.01,95.36
846,135,135,4.228398541,4.037259149,14.44985481,5.082068491,5.16,0.12,12.41,0.56,2.77,0.50,14.76,91.55
847,135,145,4.054976814,3.893501943,13.99201473,4.940655684,5.07,0.18,11.35,0.53,2.58,0.57,14.09,85.45
848,135,155,3.678980223,3.570316609,13.62366064,4.800228504,4.92,0.26,10.29,0.51,2.42,0.65,13.52,80.34
849,135,165,2.980553134,2.933099977,13.34586732,4.693257541,4.77,0.33,9.52,0.49,2.26,0.75,13.02,77.63
850,135,175,3.419952623,3.34250258,13.121537,4.804791111,4.82,0.29,9.95,0.47,2.21,0.73,12.98,81.59
851,135,185,3.962375882,3.833794111,12.9355874,4.927406372,4.91,0.24,10.10,0.45,2.11,0.69,12.66,85.19
852,135,195,4.69120872,4.556755272,12.81209443,4.948698741,4.93,0.20,9.70,0.44,1.98,0.70,12.11,86.78
853,135,205,4.606400174,4.487269206,12.46800074,4.845999846,4.87,0.26,8.69,0.40,1.74,0.70,11.21,81.28
854,135,215,3.706752764,3.620890339,11.89884964,4.655953838,4.73,0.51,7.00,0.35,1.47,0.68,10.12,68.36
855,135,225,2.880886504,2.866254323,11.38393034,4.454617621,4.54,0.92,5.22,0.29,1.25,0.65,9.25,53.73
856,135,235,1.857638381,1.882023269,11.16095566,4.294711742,4.37,1.29,3.92,0.26,1.10,0.61,8.78,42.92
857,135,245,2.77194023,2.778127206,11.69148392,4.37106095,4.41,0.98,4.24,0.25,1.26,0.57,9.44,51.01
858,135,255,3.365360897,3.332352429,12.38429356,4.638189138,4.63,0.45,5.70,0.24,1.59,0.50,10.64,68.13
859,135,265,3.649733077,3.611822436,13.19803043,4.884692376,4.86,0.20,7.66,0.23,1.95,0.45,11.86,83.78
860,135,275,3.645136744,3.610531946,14.33410376,5.023715246,5.00,0.14,10.01,0.24,2.33,0.44,13.20,92.85
861,135,285,3.396482897,3.368103521,15.78418962,5.054939011,5.05,0.16,12.35,0.28,2.71,0.46,14.67,95.55
862,135,295,3.112539868,3.110794277,17.26275233,5.048294534,5.07,0.21,14.09,0.32,3.00,0.48,15.97,95.86
863,135,305,2.880062068,2.888496203,18.57934384,4.993293319,5.03,0.30,14.58,0.34,3.10,0.51,16.53,93.34
864,135,315,3.07797151,3.022150128,19.63655926,4.847449684,4.93,0.42,13.54,0.33,2.82,0.55,15.76,86.76
865,135,325,3.274156459,2.933446414,20.27694995,4.660987471,4.76,0.59,11.30,0.31,2.37,0.57,14.18,78.65
866,135,335,3.330803463,1.994624291,20.54028304,4.471975728,4.55,0.85,8.57,0.28,1.90,0.54,12.32,70.33
867,135,345,3.347773952,2.008915692,20.80512492,4.394888946,4.41,1.14,7.08,0.27,1.63,0.53,11.28,67.79
868,135,355,3.333455305,2.989427695,21.07835425,4.425095166,4.39,1.21,6.88,0.27,1.54,0.54,10.90,70.44
869,135,365,3.142978554,3.095395554,21.08267386,4.45219491,4.41,0.94,6.80,0.26,1.43,0.51,10.42,72.61
870,135,375,2.699822231,2.791500506,21.03552838,4.501886525,4.49,0.64,7.20,0.26,1.42,0.50,10.26,75.06
871,135,385,3.156733301,3.19272538,21.2073966,4.619126708,4.63,0.48,8.92,0.29,1.62,0.53,11.04,76.13
872,135,395,3.225934059,3.281879383,21.37248895,4.81084578,4.82,0.34,11.67,0.33,1.97,0.58,12.61,80.98
873,135,405,2.595809048,2.736007069,21.36689715,5.072938702,5.04,0.20,15.04,0.37,2.41,0.60,14.78,88.33
874,135,415,2.621904287,2.771423853,20.97978113,5.225769443,5.18,0.14,17.38,0.39,2.78,0.57,16.68,93.31
875,135,425,3.276051226,3.367189022,20.25486911,5.281167613,5.24,0.10,18.34,0.38,3.04,0.50,18.05,95.33
876,135,435,3.04460584,3.128396818,19.51991069,5.426763258,5.39,0.06,19.48,0.37,3.25,0.41,19.55,97.24
877,135,445,2.238670161,2.316506977,18.88300146,5.584331675,5.56,0.04,20.51,0.38,3.39,0.33,20.80,99.03
878,135,455,2.680578895,2.77963626,18.29753081,5.552585452,5.56,0.03,19.50,0.43,3.42,0.33,20.78,99.50
879,135,465,2.426383394,2.493219754,17.85988489,5.483442623,5.51,0.04,17.97,0.49,3.40,0.35,20.30,99.05
880,135,475,4.128547961,4.162621703,17.63727842,5.429545611,5.45,0.04,16.73,0.49,3.36,0.40,19.75,98.00
881,135,485,4.806442173,4.809944219,17.51581881,5.407338139,5.42,0.04,15.61,0.49,3.30,0.45,19.30,96.72
882,135,495,4.245537559,4.274708159,17.4799639,5.416039411,5.42,0.05,14.93,0.49,3.23,0.46,18.87,95.90
883,135,505,3.652825212,3.71228603,17.55021066,5.437349508,5.43,0.05,14.60,0.49,3.16,0.45,18.33,96.24
884,135,515,2.677809111,2.73626031,17.68375043,5.418362884,5.40,0.05,14.23,0.50,3.04,0.45,17.60,95.67
885,135,525,3.670462663,3.761027527,17.82165665,5.217120217,5.23,0.09,12.97,0.50,2.77,0.54,16.43,89.92
886,135,535,4.15925188,4.258979065,18.08664089,5.010160405,5.06,0.17,11.50,0.51,2.54,0.63,15.58,84.05
887,135,545,3.604267905,3.754502423,18.51016324,4.850772406,4.93,0.24,10.20,0.51,2.39,0.71,15.17,80.01
888,135,555,3.784325074,3.925157059,18.93335587,4.925738989,5.01,0.21,10.22,0.51,2.35,0.67,15.40,81.19
889,135,565,4.928002807,4.979329201,19.28244419,5.207986224,5.27,0.12,11.48,0.48,2.40,0.55,16.19,86.93
890,135,575,6.00051856,5.978876466,19.62609905,5.459676763,5.50,0.07,12.80,0.46,2.45,0.45,16.96,92.40
891,135,585,7.056023017,7.01823295,19.88600698,5.6162289,5.64,0.04,13.63,0.45,2.47,0.39,17.39,96.19
892,135,595,5.801473102,5.788116053,19.92900767,5.588454454,5.62,0.04,13.33,0.45,2.44,0.39,17.22,96.57
893,135,605,6.45148144,6.38411986,19.89261836,5.420839881,5.47,0.06,12.27,0.44,2.36,0.43,16.56,95.04
894,135,615,9.069070857,8.917766761,19.82810994,5.200155402,5.26,0.07,10.84,0.43,2.24,0.49,15.56,92.88
895,135,625,9.346483371,9.179026844,19.87838381,5.139665124,5.17,0.08,10.19,0.43,2.18,0.51,15.07,92.08
896,135,635,7.147296446,7.041030135,20.0709714,5.251500622,5.22,0.08,10.29,0.45,2.20,0.48,15.15,92.44
897,145,5,6.019027427,5.604248201,13.84247845,4.902903605,4.89,0.26,7.67,0.48,1.99,0.56,11.05,83.27
898,145,15,5.62992087,5.299738277,14.1369276,4.766555419,4.75,0.31,6.69,0.45,1.89,0.59,10.69,80.98
899,145,25,5.224990204,5.011205282,14.3980256,4.625893575,4.63,0.38,6.07,0.41,1.82,0.61,10.48,76.68
900,145,35,4.741077128,4.744320457,14.64995508,4.508290771,4.54,0.46,5.83,0.37,1.78,0.63,10.51,70.28
901,145,45,4.636094713,4.601283367,14.96101499,4.581715569,4.62,0.37,6.96,0.35,1.97,0.63,11.37,73.14
902,145,55,4.706730625,4.519217932,15.31125482,4.78101716,4.83,0.23,9.57,0.37,2.34,0.61,12.94,82.08
903,145,65,4.916129738,4.665227245,15.65007014,4.976692791,5.05,0.17,13.19,0.42,2.74,0.59,14.80,87.46
904,145,75,4.983035058,4.710058448,15.97542208,5.205263306,5.26,0.13,17.82,0.51,3.20,0.54,17.04,90.71
905,145,85,5.058557228,4.786298595,16.24891033,5.443099044,5.43,0.10,22.68,0.62,3.68,0.49,19.47,93.68
906,145,95,5.1295049,4.866044349,16.27307179,5.594284136,5.52,0.09,25.28,0.72,3.95,0.46,21.09,96.28
907,145,105,4.836766075,4.590640029,15.83729701,5.572620948,5.49,0.10,23.37,0.73,3.83,0.45,20.76,97.70
908,145,115,4.566593055,4.342679767,15.15323474,5.442465128,5.39,0.11,19.30,0.68,3.52,0.44,19.22,97.67
909,145,125,4.4290579,4.228221359,14.47248459,5.294752256,5.32,0.12,15.91,0.63,3.23,0.45,17.51,95.97
910,145,135,4.305458894,4.123808109,13.90372381,5.180637792,5.29,0.13,14.02,0.59,3.02,0.47,16.32,92.75
911,145,145,4.152529821,3.990063501,13.43717188,5.103866976,5.25,0.15,13.05,0.56,2.90,0.50,15.67,88.92
912,145,155,3.978048521,3.843369789,13.05080928,5.038637433,5.16,0.16,12.34,0.54,2.78,0.53,15.18,86.19
913,145,165,3.828319976,3.717545395,12.7474019,4.985419856,5.06,0.17,11.75,0.52,2.64,0.58,14.54,84.65
914,145,175,3.830775278,3.717362771,12.52248328,4.961813979,5.00,0.20,11.08,0.49,2.49,0.63,13.66,84.28
915,145,185,3.982010554,3.84824343,12.35966402,4.929357944,4.94,0.23,10.01,0.47,2.27,0.68,12.59,84.35
916,145,195,4.212242662,4.062838334,12.18986582,4.849667042,4.86,0.27,8.70,0.44,1.98,0.73,11.50,83.18
917,145,205,4.121573067,3.989128001,11.90684609,4.720361735,4.76,0.38,7.45,0.40,1.66,0.76,10.41,77.45
918,145,215,3.678372219,3.597270926,11.53069942,4.562414923,4.65,0.66,6.04,0.36,1.40,0.74,9.45,67.36
919,145,225,3.210713833,3.189165268,11.21465506,4.41085148,4.51,1.08,4.74,0.32,1.21,0.70,8.79,56.79
920,145,235,2.914302843,2.927177203,11.16163876,4.326194406,4.42,1.33,3.96,0.29,1.13,0.66,8.54,51.26
921,145,245,3.081154966,3.08442835,11.48614218,4.411681222,4.45,0.99,4.14,0.28,1.22,0.59,8.98,56.71
922,145,255,3.328191511,3.307143166,12.06362963,4.641424702,4.62,0.48,5.29,0.27,1.49,0.53,9.96,69.93
923,145,265,3.459563109,3.426403598,12.89761937,4.861740096,4.81,0.24,7.12,0.27,1.84,0.48,11.11,83.07
924,145,275,3.470512207,3.437436237,14.07063012,4.966733995,4.92,0.17,9.36,0.27,2.20,0.48,12.36,90.99
925,145,285,3.406923283,3.380512452,15.54316877,4.942823224,4.93,0.19,11.38,0.29,2.53,0.52,13.62,93.66
926,145,295,3.366682053,3.34804311,17.12717596,4.851470871,4.87,0.27,12.70,0.31,2.76,0.58,14.66,93.38
927,145,305,3.348923449,3.331763571,18.56433488,4.736056332,4.78,0.39,12.82,0.32,2.81,0.64,15.06,90.45
928,145,315,3.317130182,3.279129936,19.65216856,4.613274685,4.68,0.57,11.71,0.32,2.62,0.69,14.52,85.24
929,145,325,3.251657552,3.123513416,20.33106589,4.488380387,4.57,0.80,9.85,0.31,2.26,0.70,13.30,79.28
930,145,335,3.160004314,2.851835616,20.69867781,4.376111999,4.43,1.10,7.77,0.29,1.88,0.69,11.91,73.73
931,145,345,3.165377832,2.851684255,20.89772899,4.312229967,4.30,1.46,6.18,0.27,1.59,0.65,10.77,70.06
932,145,355,3.255160203,3.079315633,20.93979495,4.294660516,4.24,1.66,5.35,0.26,1.38,0.59,9.90,67.45
933,145,365,3.274156828,2.964462639,20.80743303,4.287487054,4.23,1.43,4.87,0.24,1.21,0.51,9.11,62.78
934,145,375,3.256639698,2.489750077,20.70500557,4.306611521,4.29,1.06,5.00,0.24,1.15,0.44,8.76,58.40
935,145,385,3.328489294,3.059623791,21.03125757,4.425538246,4.44,0.76,6.74,0.27,1.39,0.51,9.60,64.77
936,145,395,3.353676183,3.339905621,21.34729548,4.584326021,4.61,0.51,9.48,0.31,1.80,0.59,11.17,74.00
937,145,405,3.27255305,3.338495015,21.4268642,4.751980516,4.75,0.32,12.51,0.35,2.28,0.64,13.19,83.31
938,145,415,3.299208225,3.385070377,21.12798492,4.907502854,4.87,0.21,15.05,0.38,2.72,0.62,15.25,90.28
939,145,425,3.403431554,3.490577368,20.48616626,5.07083657,5.03,0.13,16.80,0.38,3.05,0.56,17.18,94.71
940,145,435,3.310735148,3.424162253,19.7488859,5.260353231,5.22,0.08,18.24,0.38,3.29,0.47,18.97,97.25
941,145,445,3.170160052,3.309133052,19.09676883,5.425265024,5.42,0.05,19.22,0.39,3.43,0.40,20.32,98.85
942,145,455,3.286346662,3.412886089,18.56767645,5.510401932,5.52,0.04,19.32,0.41,3.49,0.38,20.98,99.32
943,145,465,3.492012249,3.589035734,18.17678094,5.550365925,5.57,0.03,18.78,0.45,3.48,0.37,21.05,98.91
944,145,475,3.910225382,3.980273946,17.93389357,5.573861163,5.59,0.04,17.97,0.47,3.45,0.39,20.79,98.07
945,145,485,4.169890142,4.221678019,17.80183582,5.567518996,5.58,0.04,16.91,0.47,3.39,0.42,20.51,97.34
946,145,495,4.128033687,4.180801167,17.78536844,5.529806986,5.54,0.04,15.98,0.49,3.30,0.45,20.15,96.91
947,145,505,3.967330504,4.036483317,17.85914194,5.480137247,5.47,0.05,15.27,0.50,3.21,0.48,19.53,97.07
948,145,515,3.834019776,3.921089413,17.96575744,5.407412439,5.38,0.05,14.66,0.52,3.09,0.51,18.70,96.31
949,145,525,4.022956817,4.119673941,18.08861079,5.290264662,5.27,0.07,13.76,0.53,2.91,0.55,17.69,93.11
950,145,535,4.261681463,4.358077881,18.26164849,5.170743289,5.17,0.09,12.58,0.53,2.74,0.58,16.79,88.66
951,145,545,4.359733053,4.458250888,18.51657847,5.107426693,5.13,0.11,11.73,0.51,2.58,0.58,16.30,85.80
952,145,555,4.554718708,4.641590232,18.83833113,5.172872755,5.23,0.10,11.77,0.50,2.50,0.54,16.28,85.94
953,145,565,4.908220253,4.96998964,19.19271463,5.350089344,5.42,0.07,12.58,0.49,2.52,0.48,16.71,88.86
954,145,575,5.24393876,5.299436903,19.53016784,5.533620575,5.59,0.05,13.51,0.48,2.56,0.43,17.31,92.81
955,145,585,5.468535434,5.531342519,19.75257565,5.638855106,5.69,0.04,13.94,0.48,2.56,0.39,17.60,95.92
956,145,595,5.531835474,5.577344014,19.79866435,5.618519987,5.68,0.05,13.50,0.47,2.50,0.39,17.31,96.87
957,145,605,5.87855176,5.877963117,19.72009727,5.502872261,5.56,0.05,12.36,0.46,2.38,0.41,16.54,96.07
958,145,615,6.493031903,6.444259684,19.61115318,5.370813909,5.41,0.06,11.08,0.45,2.26,0.43,15.64,94.78
959,145,625,6.778366266,6.710588936,19.59738739,5.311487582,5.30,0.07,10.27,0.45,2.16,0.44,15.03,93.90
960,145,635,6.62132322,6.567443248,19.71191283,5.336731898,5.27,0.08,9.92,0.45,2.13,0.44,14.76,93.20
961,155,5,5.924612276,5.546571383,13.67691007,4.94714753,4.89,0.19,7.81,0.52,2.08,0.57,11.27,85.33
962,155,15,5.321179847,5.046317038,14.00007021,4.861832834,4.81,0.20,7.24,0.49,2.03,0.60,11.17,84.79
963,155,25,4.633076994,4.473391523,14.29973642,4.788983361,4.76,0.20,7.07,0.46,2.01,0.61,11.26,83.20
964,155,35,4.674301302,4.568591034,14.5795541,4.741423659,4.73,0.21,7.20,0.42,2.03,0.60,11.53,80.59
965,155,45,4.175795893,4.103185279,14.85881144,4.825056473,4.82,0.16,8.25,0.39,2.19,0.56,12.40,83.34
966,155,55,3.324524008,3.261957073,15.16340788,5.001408254,5.01,0.09,10.54,0.39,2.49,0.51,13.91,89.82
967,155,65,5.074313073,4.870316024,15.49107968,5.135811598,5.19,0.09,13.90,0.46,2.84,0.51,15.83,92.29
968,155,75,4.995356812,4.75083409,15.67756221,5.342246828,5.40,0.10,17.90,0.56,3.20,0.47,17.97,93.67
969,155,85,4.581460419,4.38222249,15.73672165,5.559444725,5.57,0.10,21.58,0.66,3.50,0.41,20.08,95.42
970,155,95,4.204432531,4.052546533,15.57959027,5.693055696,5.64,0.09,23.36,0.75,3.66,0.37,21.44,97.17
971,155,105,4.376796977,4.201842645,15.10918518,5.662361893,5.60,0.10,22.24,0.75,3.64,0.37,21.32,98.15
972,155,115,4.655073452,4.451265001,14.47175346,5.525388784,5.50,0.12,19.36,0.71,3.48,0.38,20.17,98.10
973,155,125,4.88432256,4.701817564,13.8407155,5.351174046,5.40,0.13,16.33,0.65,3.30,0.40,18.66,96.23
974,155,135,4.788778116,4.619071479,13.30274504,5.269622278,5.38,0.14,14.86,0.62,3.21,0.41,17.75,94.08
975,155,145,4.434783893,4.261482592,12.84618152,5.292656636,5.41,0.12,14.69,0.60,3.21,0.41,17.49,92.82
976,155,155,4.290946684,4.141285124,12.45017865,5.32007206,5.41,0.09,14.63,0.57,3.19,0.41,17.22,92.20
977,155,165,4.360468191,4.230935984,12.14368872,5.30717863,5.34,0.09,14.01,0.55,3.10,0.43,16.42,91.08
978,155,175,4.146271062,4.016410863,11.95138056,5.183164306,5.18,0.13,12.23,0.52,2.86,0.50,14.82,88.23
979,155,185,4.237509926,4.089078155,11.84169579,5.007384067,4.99,0.20,9.96,0.48,2.50,0.62,12.98,85.88
980,155,195,4.973767536,4.79433424,11.74159461,4.816018639,4.81,0.29,7.99,0.44,2.07,0.73,11.27,83.09
981,155,205,4.851028991,4.694086793,11.56522657,4.645097793,4.68,0.46,6.55,0.40,1.68,0.80,9.95,76.95
982,155,215,3.796415389,3.718263373,11.33992988,4.510595793,4.57,0.77,5.39,0.38,1.42,0.78,9.11,68.90
983,155,225,2.997879522,2.997277567,11.16682042,4.396604348,4.47,1.12,4.41,0.35,1.24,0.73,8.60,61.70
984,155,235,2.417860989,2.454901055,11.1642187,4.354986184,4.42,1.22,3.91,0.33,1.16,0.67,8.38,58.89
985,155,245,2.831846114,2.859627237,11.41490567,4.462535551,4.49,0.86,4.21,0.31,1.24,0.59,8.73,64.02
986,155,255,3.221267493,3.221565972,11.9059324,4.678942446,4.64,0.42,5.29,0.30,1.46,0.52,9.56,74.98
987,155,265,3.375087969,3.360131706,12.71286084,4.905964537,4.83,0.20,7.08,0.30,1.80,0.47,10.65,86.06
988,155,275,3.429322649,3.409511894,13.92534211,4.970051792,4.90,0.16,9.16,0.30,2.14,0.49,11.84,91.87
989,155,285,3.438734488,3.416998879,15.49148242,4.841619007,4.81,0.22,10.85,0.30,2.45,0.58,12.95,92.53
990,155,295,3.610038823,3.580583933,17.23999005,4.651683736,4.66,0.33,11.92,0.30,2.68,0.70,13.94,91.42
991,155,305,3.837466168,3.803641816,18.853619,4.478779816,4.52,0.50,12.00,0.30,2.77,0.81,14.46,89.19
992,155,315,3.532666408,3.512018552,19.94379919,4.391176501,4.44,0.71,10.81,0.30,2.58,0.87,14.03,85.18
993,155,325,3.129126743,3.123422551,20.59535513,4.337124094,4.38,0.96,9.16,0.30,2.24,0.89,12.98,80.90
994,155,335,2.547558581,2.548156749,20.96930534,4.288762853,4.31,1.22,7.39,0.30,1.90,0.89,11.74,77.25
995,155,345,2.542976083,2.53498934,21.09566325,4.245742141,4.22,1.57,5.76,0.28,1.60,0.82,10.52,72.70
996,155,355,3.076324096,2.993861104,20.99600052,4.209111213,4.15,1.97,4.61,0.26,1.33,0.71,9.42,66.96
997,155,365,3.27356522,2.832097587,20.80204975,4.178725257,4.13,1.91,3.93,0.24,1.13,0.58,8.47,59.88
998,155,375,3.330132049,2.24046563,20.71000849,4.172606666,4.16,1.51,3.85,0.23,1.05,0.50,8.03,54.31
999,155,385,3.371857963,2.935238006,21.08172747,4.252275809,4.26,1.14,5.21,0.26,1.29,0.56,8.77,60.14
1000,155,395,3.406224315,3.348335497,21.48486077,4.341148366,4.35,0.82,7.47,0.30,1.70,0.66,10.18,69.70
1001,155,405,3.427094404,3.464591155,21.69746704,4.404818753,4.41,0.56,10.19,0.35,2.23,0.72,12.11,80.45
1002,155,415,3.446477989,3.513987857,21.46728266,4.527535397,4.52,0.35,12.75,0.37,2.71,0.73,14.21,88.84
1003,155,425,3.40226937,3.508576511,20.75138805,4.779705063,4.75,0.21,14.64,0.37,3.00,0.65,16.11,93.56
1004,155,435,3.096109974,3.307462147,19.94306328,5.03520422,5.02,0.11,16.21,0.37,3.22,0.55,17.93,96.24
1005,155,445,2.721344663,3.037411227,19.25179996,5.251834508,5.27,0.06,17.36,0.37,3.37,0.48,19.40,97.67
1006,155,455,3.181240616,3.406261481,18.76524441,5.418398559,5.46,0.05,18.31,0.39,3.45,0.43,20.52,98.17
1007,155,465,3.595153375,3.737446827,18.42542736,5.562943295,5.60,0.04,18.75,0.42,3.45,0.40,21.08,98.08
1008,155,475,3.730696184,3.889575569,18.193936,5.690714485,5.71,0.04,18.50,0.44,3.43,0.38,21.21,97.88
1009,155,485,3.915840707,4.058762174,18.04587788,5.705417939,5.71,0.04,17.56,0.46,3.36,0.39,21.08,97.67
1010,155,495,4.021768162,4.108999258,18.02207476,5.596146544,5.59,0.05,16.40,0.47,3.24,0.45,20.69,97.27
1011,155,505,3.854237509,3.93658309,18.10612951,5.472797582,5.45,0.05,15.46,0.50,3.14,0.52,20.06,96.86
1012,155,515,3.568530062,3.667752556,18.22530967,5.376768119,5.35,0.05,14.83,0.53,3.06,0.57,19.36,96.35
1013,155,525,3.647101117,3.78455613,18.32473604,5.334278827,5.30,0.05,14.11,0.56,3.01,0.57,18.59,94.98
1014,155,535,3.963725168,4.098713982,18.37672012,5.310401398,5.28,0.06,13.23,0.55,2.92,0.54,17.80,92.79
1015,155,545,4.434442433,4.52864318,18.4304076,5.314973873,5.30,0.05,12.72,0.50,2.74,0.48,17.17,91.23
1016,155,555,4.690215867,4.765903577,18.6525781,5.387367853,5.41,0.04,13.04,0.48,2.64,0.44,16.99,90.75
1017,155,565,4.782096116,4.878296673,19.01996011,5.519622214,5.57,0.04,13.93,0.49,2.64,0.42,17.30,91.61
1018,155,575,4.490857488,4.690439137,19.3928816,5.664809445,5.71,0.04,14.76,0.51,2.70,0.39,17.85,94.09
1019,155,585,4.051625233,4.360537321,19.63241414,5.750075607,5.79,0.04,15.01,0.51,2.71,0.36,18.14,96.74
1020,155,595,4.759087111,4.959182809,19.66267707,5.713960156,5.76,0.04,14.33,0.50,2.62,0.36,17.74,97.99
1021,155,605,5.326035914,5.412293692,19.54728365,5.620641318,5.67,0.05,13.04,0.48,2.47,0.37,16.86,97.77
1022,155,615,5.355728969,5.410427928,19.36940155,5.535984977,5.56,0.05,11.71,0.46,2.31,0.37,15.88,96.76
1023,155,625,5.981005013,6.01541579,19.29406063,5.476375873,5.44,0.06,10.69,0.45,2.19,0.38,15.12,95.32
1024,155,635,6.425939768,6.418457473,19.39674389,5.446443932,5.34,0.07,10.08,0.45,2.12,0.40,14.71,93.90
1025,165,5,5.840540756,5.498119552,13.53955578,4.990341645,4.88,0.14,7.96,0.54,2.22,0.57,11.70,87.81
1026,165,15,4.875752434,4.669143585,13.88096405,4.946205365,4.84,0.13,7.74,0.53,2.23,0.60,11.85,89.02
1027,165,25,3.148105699,3.092462839,14.21069724,4.94147355,4.86,0.11,8.16,0.52,2.29,0.61,12.26,90.75
1028,165,35,4.385901851,4.265331942,14.51850343,4.928244923,4.87,0.12,8.58,0.47,2.32,0.58,12.68,89.62
1029,165,45,4.528753735,4.395681467,14.79741674,5.00092987,4.96,0.09,9.68,0.44,2.45,0.53,13.57,91.59
1030,165,55,5.243589017,5.144431293,15.10873145,5.108003585,5.09,0.06,11.71,0.45,2.68,0.49,15.04,95.20
1031,165,65,6.875051099,6.647659313,15.32816118,5.228080908,5.25,0.07,14.61,0.52,2.94,0.47,16.88,95.96
1032,165,75,5.169064325,4.935052567,15.30781943,5.453375487,5.48,0.09,18.07,0.60,3.19,0.41,18.85,96.18
1033,165,85,4.270309512,4.128365614,15.20086003,5.67303732,5.68,0.10,21.19,0.70,3.38,0.34,20.73,96.90
1034,165,95,3.118194412,3.071017693,14.94708802,5.825769061,5.80,0.10,22.90,0.79,3.49,0.29,22.06,98.06
1035,165,105,4.093288293,3.971138051,14.41726693,5.770377565,5.75,0.11,22.11,0.77,3.52,0.30,21.85,98.28
1036,165,115,5.008617278,4.79936311,13.80697927,5.640791058,5.65,0.12,19.82,0.73,3.48,0.32,20.96,98.46
1037,165,125,7.994973331,7.760507223,13.24328237,5.495971936,5.53,0.14,16.99,0.68,3.40,0.33,19.77,97.19
1038,165,135,7.891475644,7.668681753,12.73472324,5.44506458,5.51,0.13,15.75,0.66,3.41,0.33,19.21,96.17
1039,165,145,4.885014994,4.690648168,12.27231818,5.499922687,5.58,0.09,16.02,0.64,3.53,0.32,19.27,96.32
1040,165,155,4.571666915,4.426908527,11.88002484,5.575841069,5.61,0.06,16.24,0.61,3.61,0.31,19.12,96.60
