Tag,chronology,chronology_status,chronology_notes,Quadrat,DBH,Latin,Date_Collected,Date_Mounted,Date_First_Measured,number_of_rings,Duplicate,Notes
90276,FAGR,included,,903,242.9,Fagus grandifolia,6/11/2010,6/18/2010,9/13/2010,50,0,"9/13/10, JM: 50 rings, 2009-1960. Second section of core mounted incorrectly, but because of vessel cells, I can see ring boundaries- 1 ring in the scarred section."
90278,FAGR,included,,903,161,Fagus grandifolia,6/11/2010,7/1/2010,9/1/2010,61,0,"9/1/10, JM: 60 rings, 2009-1950. I think the second piece of core is mounted backwards. I think there is one complete ring in the front 3 sections of core; 12/14/10, JM: 61 rings, 2009-1949. I was able to account for all but one of the rings, core so broken up at the beginning, hard to tell if rings are missing."
90283,QUAL,included,,903,462,Quercus alba,6/11/2010,6/18/2010,9/10/2010,85,0,"9/10/10, JM: 84 rings, 2009-1926; 10/28/10, JM: Re-measured. Included a ring boundary at the bark end of the core that I hadn't seen before, improved correlation."
90284,FAGR,rejected,"core mounted incorrectly, last years look switched, not clear how it was measured",903,163.9,Fagus grandifolia,6/11/2010,7/6/2010,9/1/2010,56,0,"9/1/10, JM: 54 rings, 2009-1956. Front section of core may be mounted incorrectly- I can't distinguish any rings; 12/13/10, JM: 2009-1954. With the help of dplr, found two missing rings and re-measured core. Greatly improved."
90287,LITU,included,,904,493.1,Liriodendron tulipifera,6/11/2010,6/17/2010,8/24/2010,90,0,"8/24/10, JM: 90 rings, 2009-1920."
90292,FAGR,NA,core not measured,904,119.6,Fagus grandifolia,3/8/2011,3/10/2011,,,,
90311,CAGL,NA,core not measured,904,161.7,Carya glabra,8/9/2010,8/25/2010,,,0,Originally cored 6/11/10 by JG.
90369,LITU,included,,905,122.7,Liriodendron tulipifera,3/8/2011,3/10/2011,3/28/2011,56,0,"3/28/11, JM: 56 rings, 2009-1954."
90484,NYSY,NA,core not measured,906,179.4,Nyssa sylvatica,6/14/2010,6/18/2010,,,0,
90486,LITU,included,adjusted -1,906,539.8,Liriodendron tulipifera,6/14/2010,7/1/2010,11/10/2010,83,0,"11/10/10, JM: 83 rings, 2009-1927. Boundaries for ring 72 and 73 difficult to see because staining in wood."
90510,QURU,rejected,"core is in multiple pieces, missing parts, poor quality core",909,239.2,Quercus rubra,6/16/2010,6/25/2010,8/18/2010,86,0,"8/18/10, JM: 87 rings, 2009-1923. Scarring in ring 66, I don't think it was mounted the wrong direction. Included scarring in ring measurement. I think core may have been inserted into the straw/mounted incorrectly, specifically the last two pieces. I am not confident about how they should be mounted properly, and so I left it as ks; 12/16/10, JM: 86 rings, 2009-1924. What a mess of a core! Suggested shift of +1 correlated with a false ring in the beginning of core. However, even with the new shift, still low correlation."
90522,CAGL,included,suppressed tree,910,324.1,Carya glabra,6/3/2010,7/7/2010,9/14/2010,98,0,"9/14/10, JM: 98 rings, 2009-1912."
90529,QURU,included,,910,304.9,Quercus rubra,6/3/2010,7/12/2010,8/18/2010,75,0,"8/18/10, JM: 80 rings, 2009-1930. Ring 76 has a large amount of scarring in it, included it in measurement; 12/16/10, JM: 75 rings, 2009-1935. Removed the last five rings after the scarred section, improved correlation."
90539,CATO,NA,core not measured,911,335.8,Carya tomentosa,6/3/2010,7/12/2010,,,0,
90542,CAGL,included,"suggested -13, looks like outer rings were not measured. Could be just poor correlation",911,376.4,Carya glabra,6/3/2010,7/7/2010,9/16/2010,125,0,"9/16/10, JM: 125 rings, 2009-1885. Could not see any ring boundaries, nor were the vessel cells particularly indicative, but there may be rings before ring 1. Scarring in ring 17. Last 3 rings are assumed to be consecutive rings after the main piece of bark."
90544,QUPR,included,,911,180.9,Quercus prinus,6/3/2010,7/7/2010,9/9/2010,78,0,"9/9/10, JM: 78 rings, 2009-1932. Difficult to see the first 10 rings, ring boundaries estimated by the vessel cells."
90546,QUAL,included,,911,639.8,Quercus alba,6/1/2010,6/17/2010,9/9/2010,109,0,"9/9/10, JM: 109 rings, 2009-1901."
90552,CAOVL,included,,912,402.7,Carya ovalis,6/1/2010,6/17/2010,9/15/2010,90,0,"9/15/10, JM: 90 rings, 2009-1920."
90556,CATO,NA,core not measured,912,165.6,Carya tomentosa,6/3/2010,7/12/2010,,,0,
90558,QUAL,included,,912,401.9,Quercus alba,6/9/2010,7/12/2010,9/9/2010,123,0,"9/9/10, JM: 123 rings, 2009-1887; 10/27/10, JM: re-measured. First 30 years are very narrow. Still fairly low correlation, but no obviousl places for missing rings. "
90567,FAGR,included,,912,155.7,Fagus grandifolia,6/3/2010,7/12/2010,9/13/2010,60,0,"9/13/10, JM: 59 rings, 2009-1951. Front part of core mounted incorrectly, believe there are two rings in this section; 6/7/11, JM: 60 rings, 2009-1950. Based upon crossdate, believe that missing one ring at the beginning of core in twisted area. "
90577,QUVE,included,,913,629.9,Quercus velutina,6/1/2010,6/17/2010,8/24/2010,99,0,"8/24/10, JM: 99 rings, 2009-1911. Scarring in ring 89."
90616,FAGR,included,,910,209.7,Fagus grandifolia,6/3/2010,7/7/2010,9/1/2010,89,0,"9/1/10, JM: 86 rings, 2009-1924; 89 rings, 2009-1921. First pieces of core broken and poorly mounted together, chances that part of outer edge of core is missing is high. Adding three rings to the beginning increases correlation from -.15 to .37. Kept these edits."
90631,QUVE,included,"missing outer rings and bark, several scars, medium correlation at -5. Shifted to -5.",911,162.9,Quercus velutina,6/3/2010,6/18/2010,8/19/2010,50,0,"8/19/10, JM: 60 rings, 2009-1950. False ring in 45- has the large vessel cells, but they are disconnected, and the cells do not form a complete ring, evident in the spaces between the large vessel cells. Scarring in ring 48; 12/14/10, JM: Believe missing rings in the beginning, but the shift suggested (-5) is so great, didn't make change. also, stopped measuring before the scar."
90634,QUVE,included,,911,379.1,Quercus velutina,6/3/2010,7/12/2010,8/16/2010,73,0,"8/16/10, JM: 73 rings, 2009-1937."
90645,LITU,included,,912,155.2,Liriodendron tulipifera,8/5/2010,8/10/2010,11/4/2010,56,0,"Cored originally on 6/01/10 by JM; 11/4/10, JM: 56 rings, 2009-1954."
90650,QUVE,included,,912,705.3,Quercus velutina,6/1/2010,6/17/2010,8/22/2010,80,0,"8/22/10, JM: 89 rings, 2009-1921. Scarring in ring 77- may be another ring in there, but I can't see it. Severe scarring in ring 81, may have been mounted incorrectly and so more rings, but counted it as one ring. Scarring at the end of core; 12/14/10, JM: 80 rings, 2009-1930. Removed the last 9 rings because they were along a scarred area."
90653,QUPR,included,,912,422.6,Quercus prinus,6/1/2010,6/17/2010,9/7/2010,110,0,"6/1/10, JM: broken into two pieces in front; 9/7/10, JM: 110 rings, 2009-1900; 11/02/10, JM: correlation improved, but minorly. Narrow rings around 1933-1927 narrow, which I think is messing up the correlation."
90658,FAGR,included,,913,220.8,Fagus grandifolia,6/1/2010,7/12/2010,8/31/2010,54,0,"6/1/10, JT: broken into two pieces. 8/31/10, JM: 77 rings, 2009-1933. Scarring in ring 56; 6/7/11, JM: Removed rings after 56, improved correlation."
90752,QUAL,included,"low correlation from 1806 - 1900, best match at (-4), there does not appear to be errors in measurement",916,484.7,Quercus alba,7/2/2010,7/14/2010,10/12/2010,201,0,"10/12/10, JM: 201 rings, 2009-1809; 11/12/10, JM: 204 rings, 2009-1806. Re-measured core, found more rings, which overall decreased the correlation. Cannot find the -4 rings that cofecha recommends."
91302,CAOVL,included,,906,603.2,Carya ovalis,6/14/2010,6/21/2010,9/28/2010,114,0,"9/28/10, JM: 114 rings, 2009-1896."
91321,CAGL,included,"fit at -5, suppressed growth in recent years",907,345.7,Carya glabra,6/14/2010,6/30/2010,10/1/2010,124,0,"10/1/10, JM: 124 rings, 2009-1886."
91327,CAGL,included,,907,398.7,Carya glabra,6/14/2010,6/21/2010,9/15/2010,75,0,"6/14/10, MH: lost a piece of bark; 9/15/10, JM: 75 rings, 2009-1935."
91332,CAOVL,included,,907,477.9,Carya ovalis,6/14/2010,6/21/2010,9/28/2010,89,0,"9/28/10, JM: 89 rings, 2009-1921."
91377,LITU,included,,908,262.1,Liriodendron tulipifera,6/16/2010,6/24/2010,8/24/2010,83,0,"8/24/10, JM: 83 rings, 2009-1927. Ring 44 is a partial, look at the base of the core."
91382,CATO,NA,core not measured,909,204.6,Carya tomentosa,6/16/2010,6/30/2010,,,0,
91385,CAOVL,included,,909,420.8,Carya ovalis,6/16/2010,6/30/2010,9/28/2010,133,0,"9/28/10, JM: 133 rings, 2009-1877."
91391,CATO,included,,909,444.1,Carya tomentosa,6/16/2010,6/21/2010,10/1/2010,103,0,"10/1/10, JM: 103 rings, 2009-1907."
91403,CATO,NA,core not measured,906,257.5,Carya tomentosa,6/14/2010,6/22/2010,,,0,
91487,CAGL,included,"good fit at -4, but there don't appear to be any errors",908,345,Carya glabra,6/16/2010,7/6/2010,10/1/2010,88,0,"10/1/10, JM: 88 rings, 2009-1922."
91491,LITU,included,,908,125.1,Liriodendron tulipifera,3/8/2011,3/10/2011,3/28/2011,82,0,"3/28/11, JM: 83 rings, 2009-1927. Last piece of core mounted backwards, but don't think the two pieces are continuous, so didn't measure it; 8/10/11, JM: 82 rings, 2009-1928. There was a false ring at ring 31, didn't think was false before, but removing improve correlation greatly."
91493,QUVE,included,,908,319,Quercus velutina,6/16/2010,6/25/2010,8/20/2010,93,0,"8/20/10, JM: 95 rings, 2009-1915. First section of core is mounted backwards. Two rings inside this section. I think the core may have been twisted or scarred, the first section looks off- I did my best to estimate cell boundaries; 12/15/10, JM: 73 rings, 2009-1933. For some reason I didn't go with the original ring count. re-measured, improved correlation."
91499,QUVE,included,,909,302.8,Quercus velutina,6/16/2010,6/30/2010,8/22/2010,67,0,"8/22/10, JM: 88 rings, 2009-1922. Ring 69 is on a scarred piece of core, and so it curves up to the top of the core. Ended at the top of the core, and started at the next section; 12/15/10, JM: 67 rings, 2009-1943. Deleted all rings after scarred section."
92046,QUAL,included,,918,560,Quercus alba,7/2/2010,7/14/2010,10/12/2010,125,0,"10/12/10, JM: 125 rings, 2009-1885."
92113,CAOVL,NA,core not measured,919,180,Carya ovalis,7/2/2010,7/14/2010,,,0,
92124,ACRU,NA,core not measured,920,160,Acer rubrum,7/2/2010,7/14/2010,,,0,
92171,NYSY,NA,core not measured,921,234,Nyssa sylvatica,8/2/2010,8/6/2010,,,0,Cored originally on 7/2/10 by JT.
92175,CATO,NA,core not measured,921,307.5,Carya tomentosa,7/2/2010,7/14/2010,,,0,
92204,CAGL,NA,core not measured,921,357.1,Carya glabra,7/1/2010,7/14/2010,,,0,"7/1/10, DC: Large knot in trunk that I did my best to avoid, but probably couldn't avoid it entirely."
92237,NYSY,NA,core not measured,922,215.5,Nyssa sylvatica,7/1/2010,7/14/2010,,,0,
92250,QURU,included,"shifted +1, outer ring is small and incomplete, looks to be 2010 not 2009",922,298.2,Quercus rubra,8/2/2010,8/10/2010,10/5/2010,85,1,"10/5/10, JM: 86 rings, 2009-1924; 10/19/10, JM: Tree cored twice; 12/16/10, JM: 85 rings, 2009-1925. Removed first ring, incomplete (no vessel cells). Improved correlation."
92384,LITU,included,,925,122.8,Liriodendron tulipifera,3/8/2011,3/10/2011,3/28/2011,83,0,"3/28/11, JM: 83 rings, 2009-1927."
92389,LITU,included,,925,266.2,Liriodendron tulipifera,,,,82,0,
92415,NYSY,NA,core not measured,926,207.1,Nyssa sylvatica,7/7/2010,7/14/2010,,,0,
92422,NYSY,NA,core not measured,926,163.2,Nyssa sylvatica,7/7/2010,7/14/2010,,,0,
92435,NYSY,NA,core not measured,926,173.4,Nyssa sylvatica,7/8/2010,7/14/2010,,,0,
92454,CAOVL,NA,core not measured,927,461.5,Carya ovalis,10/25/2010,10/27/2010,,,0,"10/29/10, JM: re-cored tree, original mounted incorrectly."
92486,LITU,included,,925,180.4,Liriodendron tulipifera,7/9/2010,7/14/2010,11/12/2010,89,1,"Cored twice (and not on purpose). Other cored on 7/9/10 by JM and mounted 7/14/10 by CR; 11/12/10, JM: 89 rings, 2009-1921."
92486,LITU,included,,925,180.4,Liriodendron tulipifera,10/25/2010,10/27/2010,11/4/2010,89,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 11/4/10, JM: 89 rings, 2009-1921."
92493,LITU,included,,925,187.3,Liriodendron tulipifera,7/1/2010,7/14/2010,11/12/2010,93,0,"11/12/10, JM: 93 rings, 2009-1917. Rings 9-11 very narrow."
92505,LITU,NA,core not measured,925,647.9,Liriodendron tulipifera,7/1/2010,7/14/2010,,,0,Cored twice (and not on purpose). Other cored on 7/8/10 by DC and mounted 7/14/10 by WR.
92559,ACRU,NA,core not measured,932,307.7,Acer rubrum,7/8/2010,7/14/2010,,,0,
92562,FAGR,included,,932,146.9,Fagus grandifolia,3/8/2011,3/10/2011,3/28/2011,57,0,"3/28/11, JM: 57 rings, 2010-1954. First piece mounted incorrectly, estimate 2 rings there."
100133,ULRU,included,,1002,269.8,Ulmus rubra,6/11/2010,6/21/2010,9/28/2010,64,0,"9/28/10, JM: 64 rings, 2009-1946."
100147,NYSY,NA,core not measured,1002,230,Nyssa sylvatica,6/14/2010,7/6/2010,,,0,
100540,QURU,included,,1004,447.2,Quercus rubra,6/11/2010,6/18/2010,8/17/2010,78,0,"8/17/10, JM: 79 rings, 2009-1931; 12/15/10, JM: 78 rings, 2009-1932. Re-measured the 8 inner-most rings, realized only 8, not 9. Improved correlation."
100551,QUVE,included,,1004,400.9,Quercus velutina,6/11/2010,6/21/2010,8/23/2010,77,0,"8/23/10, JM: 76 rings, 2009-1934. Scarring in ring 77."
100552,QURU,included,"shifted -3, outer rings missing/squished and unclear.",1004,443.4,Quercus rubra,6/11/2010,7/7/2010,8/18/2010,57,0,"6/11/10, JM: core taken at a 30 degree angle; 8/18/10, JM: 54 rings, 2009-1956. Scarring in the first part of core makes it impossible to see any rings. Started measuring after the scaring. The last piece of core is flipped the wrong direction at ring 14; 12/16/10, JM: 57 rings, 2009-1953. Front piece of core so messed up and unreadable, assuming shift recommended is correct. Added 3 0.0 rings to the front. "
100680,CAGL,included,very low correlation,1004,277.8,Carya glabra,6/11/2010,6/21/2010,9/15/2010,84,0,"9/15/10, JM: 84 rings, 2009-1926."
100771,QURU,included,,1005,876.5,Quercus rubra,6/14/2010,6/17/2010,8/16/2010,64,0,"8/16/10, JM: 64 rings, 2009-1946. Ring boundaries for rings 61 and 62 are difficult to see, but I definitely saw shrinking cells."
100795,NYSY,NA,core not measured,1006,214.5,Nyssa sylvatica,6/14/2010,6/21/2010,,,0,
100818,NYSY,NA,core not measured,1005,210.6,Nyssa sylvatica,6/14/2010,6/21/2010,,,0,
100834,NYSY,included,,1006,211.4,Nyssa sylvatica,6/14/2010,6/18/2010,10/4/2010,84,0,"10/4/10, JM: 84 rings, 2009-1926."
100919,CAOVL,rejected,"looks like incorrectly measured, see note",1008,193.1,Carya ovalis,6/16/2010,6/18/2010,9/29/2010,76,0,"9/29/10, JM: 76 rings, 2009-1934. First 14 rings very challenging to distinguish- may have done so incorrectly."
100942,QUPR,included,,1009,274.7,Quercus prinus,8/5/2010,8/10/2010,10/6/2010,86,0,"Cored originally on 6/16/10 by AC; 10/6/10, JM: Did not get to center of tree."
100954,LITU,included,,1009,217.8,Liriodendron tulipifera,6/16/2010,6/28/2010,8/24/2010,89,0,"8/24/10, JM: 89 rings, 2009-1921."
100956,FAGR,included,,1010,158,Fagus grandifolia,6/3/2010,7/7/2010,9/1/2010,39,0,"9/1/10, JM: 37 rings, 2009-1973; 12/13/10, JM: 39 rings, 2009-1971. First piece of core does not have bark, is broken, and the first two rings could have been lost. That said, I don't know for sure. However, everything indicates a -2 shift, and correlation went from -.24 to .35."
100961,CAGL,included,"good fit at -2, appears last years not measured or core flipped",1010,224.5,Carya glabra,6/3/2010,7/6/2010,9/15/2010,39,0,"6/3/10, MB: tree hollow up to about 1.5 m, took sample at a higher point; 9/15/10, JM: 39 rings, 2009-1971. First section mounted incorrectly, based on vessel cells, I think there is one ring."
100963,CAOVL,included,"best match at -1, did not measure 2009",1010,182.4,Carya ovalis,6/3/2010,7/12/2010,9/30/2010,58,0,"9/30/10, JM: 58 rings, 2009-1952."
100974,CAGL,included,fit at -4,1011,168.5,Carya glabra,6/3/2010,7/12/2010,9/15/2010,50,0,"9/15/10, JM: 50 rings, 2009-1960. Cannont distinguish ring boundaries after ring 50 due to scarring. May not be accurate. First piece of core twisted, started on second piece."
100979,CATO,NA,core not measured,1011,201.3,Carya tomentosa,6/3/2010,7/16/2010,,,0,
100985,FAGR,included,,1011,153,Fagus grandifolia,6/3/2010,7/12/2010,8/31/2010,42,0,"8/31/10, JM: 41 rings, 2009-1969; 12/13/10, JM: 42 rings, 2009-1968. Once again I CAN'T FIND ANY MISSING RINGS."
100990,QUAL,included,,1011,613.1,Quercus alba,6/3/2010,6/17/2010,9/9/2010,139,0,"9/9/10, JM: 139 rings, 2009-1871."
100993,CATO,NA,core not measured,1012,255.4,Carya tomentosa,6/4/2010,7/12/2010,,,0,
100997,LITU,included,,1012,123.6,Liriodendron tulipifera,3/8/2011,3/10/2011,3/30/2011,66,0,"3/30/11, JM: 66 rings, 2009-1946. End of core indistinguishably mounted, measured until I couldn't."
101016,NYSY,NA,core not measured,1006,445.6,Nyssa sylvatica,6/14/2010,6/18/2010,,,0,
101019,NYSY,NA,core not measured,1006,337.8,Nyssa sylvatica,6/14/2010,6/21/2010,,,0,
101075,QUPR,included,"last year is 2010, not 2009, very narrow final ring",1008,352.1,Quercus prinus,6/16/2010,6/25/2010,9/10/2010,91,0,"9/10/10, JM: 93 rings, 2009-1917; 11/02/10, JM: 92 rings, 2009-1918. False ring in 8. Improved core to a positive correlation, but still very poor. Putting to the side for now- believe tree just grew irregularly; 11/30/10, JM: 91 rings, 2009-1919. There was such a large difference in correlations by removing a ring, I combined originally ring 5 and 6- it was along a crack, and I believe it was one ring instead of two. Increased correlation from 0.02 to 0.22."
101100,FAGR,included,,1010,154.8,Fagus grandifolia,6/3/2010,7/12/2010,8/24/2010,64,0,"8/24/10, JM: 64 rings, 2009-1946."
101117,CATO,NA,core not measured,1011,209.3,Carya tomentosa,6/3/2010,7/7/2010,,,0,
101121,QUPR,included,low correlation,1011,112.2,Quercus prinus,3/8/2011,3/10/2011,4/5/2011,70,0,"4/5/11, JM: 70 rings, 2009-1940."
101123,QUVE,included,,1012,377.3,Quercus velutina,6/3/2010,7/6/2010,8/22/2010,79,0,"8/22/10, JM: 79 rings, 2009-1931."
101134,CATO,NA,core not measured,1012,195,Carya tomentosa,6/4/2010,7/6/2010,,,0,
101136,QURU,included,,1012,179.8,Quercus rubra,6/4/2010,7/12/2010,8/16/2010,67,0,"8/16/10, JM: 67 rings, 2009-1943. ring 2 is along crack, can see the latewood midway up the core."
101150,FAGR,included,,1013,129.8,Fagus grandifolia,6/1/2010,6/17/2010,10/1/2010,34,0,"10/1/10, JM: 34 rings, 2009-1975."
101159,CAGL,included,,1013,223.8,Carya glabra,,,,,,
101212,QUAL,included,,1012,694.3,Quercus alba,6/1/2010,6/18/2010,9/10/2010,119,0,"9/10/10, JM: 119 rings, 2009-1891. Incomplete ring in 34."
101215,QUVE,included,,1013,751,Quercus velutina,7/13/2010,7/26/2010,10/14/2010,78,0,"10/14/10, JM: 78 rings, 2009-1932."
101239,CATO,NA,core not measured,1014,504.5,Carya tomentosa,7/13/2010,7/26/2010,,,0,
101281,CACO,NA,core not measured,1016,213.3,Carya cordiformis,7/18/2010,7/26/2010,,,0,"7/18/10, JT: core in three parts."
101292,FRAM,included,,1016,550,Fraxinus americana,7/18/2010,7/26/2010,1/4/2011,112,0,"1/4/11, JM: 112 rings, 2009-1892. First piece of core definitely not from this tree, did not include in ring count."
101321,NYSY,NA,core not measured,1016,341.3,Nyssa sylvatica,7/18/2010,7/26/2010,,,0,
102124,ACRU,included,,1019,360.5,Acer rubrum,7/9/2010,7/14/2010,12/30/2010,87,0,"12/30/10, JM: 87 rings, 2009-1923."
102146,ACRU,included,,1019,222.6,Acer rubrum,7/9/2010,7/14/2010,12/30/2010,54,0,"12/30/10, JM: 54 rings, 2009-1956."
102148,CATO,NA,core not measured,1019,252.8,Carya tomentosa,7/9/2010,7/14/2010,,,0,
102157,FAGR,included,,1020,222.1,Fagus grandifolia,7/9/2010,7/14/2010,11/17/2010,59,0,"11/17/10, JM: 59 rings, 2009-1951."
102238,QUVE,included,,1022,740.2,Quercus velutina,7/9/2010,7/14/2010,10/19/2010,98,0,"10/19/10, JM: 78 rings, 2009-1912."
102271,QUAL,NA,data not yet included,1023,723,Quercus alba,3/8/2011,3/10/2011,3/28/2011,216,0,"3/28/11, JM: 216 rings, 2009-1794."
102273,PIST,,,1023,219.2,Pinus strobus,7/9/2010,7/14/2010,12/29/2010,61,0,"12/29/10, JM: 61 rings, 2009-1949. Ring 49 a very narrow ring, think a piece of core is missing from the front. Scarring after ring 61."
102279,PIST,included,,1023,331,Pinus strobus,7/9/2010,7/14/2010,12/21/2010,79,0,"12/21/10, JM: 79 rings, 2009-1931. "
102310,QUAL,NA,core not measured,1024,444,Quercus alba,8/10/2010,8/25/2010,NA,NA,0,"8/26/10, JM: messed up labelling straws. There is one that is properly labelled that I haven't mounted yet, and then a mislabelled that has been mounted."
102335,CAGL,NA,core not measured,1024,228,Carya glabra,7/9/2010,7/14/2010,,,0,
102371,QUAL,NA,data not yet included,1026,767.3,Quercus alba,3/8/2011,3/10/2011,3/30/2011,122,0,"3/30/11, JM: 122 rings, 2009-1888."
102373,NYSY,NA,core not measured,1026,185,Nyssa sylvatica,7/9/2010,7/14/2010,,,0,
102402,CAGL,NA,core not measured,1027,471,Carya glabra,10/25/2010,10/27/2010,,,0,"10/29/10, JM: re-cored tree, original mounted incorrectly."
102404,LITU,NA,core not measured,1027,241.9,Liriodendron tulipifera,7/8/2010,7/14/2010,,,0,
102412,LITU,included,,1027,557,Liriodendron tulipifera,8/2/2010,8/5/2010,9/20/2010,81,0,"Originally cored on 7/8/10 by DC; 9/20/10, JM: 81 rings, 2009-1929."
110001,ULRU,included,,1101,170.5,Ulmus rubra,6/15/2010,6/18/2010,9/28/2010,53,0,"9/28/10, JM: 53 rings, 2009-1957."
110086,ULRU,included,,1101,370.9,Ulmus rubra,8/9/2010,8/29/2010,1/6/2011,60,0,"6/15/10, JM: Tree connected at base to 11086B; 9/28/10, JM: cored tree twice; 1/6/11, JM: 60 rings, 2009-1950. Core fairly rotted, difficult to sand, especially first 20 rings."
110128,LITU,included,,1101,713.4,Liriodendron tulipifera,10/19/2010,10/25/2010,11/4/2010,57,0,"10/29/10, JM: Tree recored because it was mounted improperly; 11/4/10, JM: 57 rings, 2008-1953."
110155,ULRU,included,,1101,154.9,Ulmus rubra,6/15/2010,6/17/2010,9/28/2010,56,0,"9/28/10, JM: 56 rings, 2009-1954."
110331,QURU,included,,1102,220.6,Quercus rubra,6/11/2010,6/21/2010,8/18/2010,50,0,"8/18/2010, JM: 50 rings, 2009-1960."
110355,ULRU,included,,1102,200,Ulmus rubra,6/15/2010,6/17/2010,9/28/2010,67,0,"9/28/10, JM: 67 rings, 2009-1943."
110379,LITU,included,,1102,752,Liriodendron tulipifera,6/16/2010,7/1/2010,11/8/2010,40,0,"11/8/10, JM: 40 rings, 2009-1970. Huge rings!"
110492,ULRU,included,,1102,176.5,Ulmus rubra,6/16/2010,6/17/2010,9/28/2010,48,0,"9/28/10, JM: 48 rings, 2009-1962."
110579,ULRU,NA,core not measured,1103,224.3,Ulmus rubra,6/16/2010,UNK,NA,NA,0,"9/28/10, JM: Cored twice. Can't measure, core in too poor of condition."
110727,QURU,included,,1103,197.5,Quercus rubra,6/15/2010,6/21/2010,8/16/2010,37,0,"8/16/10, JM: 37 rings, 2009-1973."
110791,LITU,included,"missing outer rings and bark, last year measured is 2007  (-2)",1104,634.6,Liriodendron tulipifera,6/14/2010,6/17/2010,8/23/2010,85,0,"8/23/10, JM: 83 rings, 2009-1927; 12/8/10, JM: 85 rings, 2009-1925.  Re-measured, found two missing rings."
110795,FAGR,included,,1104,169.1,Fagus grandifolia,6/14/2010,6/21/2010,9/1/2010,44,0,"9/1/10, JM: 44 rings, 2009-1966."
110797,FAGR,included,,1104,195.4,Fagus grandifolia,6/14/2010,6/18/2010,9/1/2010,56,0,"9/1/10, JM: 56 rings, 2009-1954."
110798,LITU,included,,1104,683.6,Liriodendron tulipifera,6/14/2010,6/17/2010,9/9/2010,77,0,"9/1/10, JM: Based on appearance of core, probably LITU. Definitely not a Quercus; 9/9/10, JM: 77 rings, 2009-1933. Added core to the LITU file."
110811,QURU,included,,1104,583.4,Quercus rubra,6/14/2010,6/21/2010,8/16/2010,67,0,"8/16/10, JM: 67 rings, 2009-1943."
110819,QUVE,included,,1105,710.2,Quercus velutina,6/8/2010,7/12/2010,10/14/2010,84,0,"10/14/10, JM: 84 rings, 2009-1926."
110870,QUAL,included,"irregular growth, very narrow rings, very low correlation",1106,205,Quercus alba,6/8/2010,7/12/2010,9/9/2010,101,0,"9/9/10, JM: 101 rings, 2009-1909; 10/28/10, JM: irregular ring sizes are messing with the correlation with this core."
110914,LITU,included,,1105,543.9,Liriodendron tulipifera,8/9/2010,8/25/2010,10/6/2010,87,1,"8/25/10, JM: See 110914A; 10/6/10, JM: 87 rings, 2009-1923."
110920,QUVE,included,,1105,777,Quercus velutina,6/8/2010,6/30/2010,10/14/2010,93,0,"10/14/10, JM: 93 rings, 2009-1917."
110950,LITU,included,shifted -1,1106,282.8,Liriodendron tulipifera,6/8/2010,7/7/2010,8/23/2010,73,0,"8/23/10, JM: 71 rings, 2009-1939; 12/9/10, JM: 73 rings, 2009-1937, improved correlation."
110952,LITU,included,,1106,102.4,Liriodendron tulipifera,3/8/2011,3/10/2011,3/29/2011,82,0,"3/29/11, JM: 82 rings, 2009-1928."
110977,QURU,rejected,"data missing, possibly error with label, no such ring exists",1106,160.7,Quercus rubra,6/8/2010,6/30/2010,8/18/2010,86,0,"8/18/10, JM: 86 rings, 2009-1924. False ring in 74; 12/16/10, JM: 87 rings, 2009-1923. Re-measured core, decided false ring was true. However, didn't improve correlation much, but can't find anything else wrong with core."
111011,LITU,rejected,"core is mangled and pieces are either missing or glued in incorrectly. Core was obviously in pieces, possibly missing many rings. Poor quality",1107,165.1,Liriodendron tulipifera,6/8/2010,7/12/2010,8/24/2010,84,0,"8/24/10, JM: 84 rings, 2009-1926. Ring 1 is right along the bark border. Ring 11 and 12 are partials."
111014,LITU,included,"missing outer rings, last ring is 2008 not 2009 (-1)",1107,549.9,Liriodendron tulipifera,6/8/2010,6/17/2010,8/17/2010,84,0,"8/17/10, JM: 83 rings, 2009-1927; 12/8/10, JM: 84 rings, 2009-1926. Note, did not find missing ring that was suggested, but added a ring to the front, huge improvement in correlation."
111030,LITU,included,,1107,581.5,Liriodendron tulipifera,6/8/2010,7/1/2010,11/9/2010,87,0,"11/9/10, JM: 87 rings, 2009-1923."
111033,LITU,included,"shifted -6, missing outer cores",1107,128.8,Liriodendron tulipifera,3/8/2011,3/10/2011,4/6/2011,84,0,"4/6/11, JM: 84 rings, 2009-1926; 8/11/11, JM: Re-measured, still poor correlation. Mostly in the outer most rings, but no correlation is particularly better anywhere around it."
111051,LITU,included,,1108,461,Liriodendron tulipifera,6/10/2010,7/1/2010,8/24/2010,87,0,"8/24/10, JM: 87 rings, 2009-1923."
111077,CATO,NA,core not measured,1109,163.8,Carya tomentosa,6/10/2010,6/30/2010,,,0,
111081,CAOVL,included,,1110,435.7,Carya ovalis,,,,,,
111094,CAGL,included,,1110,343.8,Carya glabra,6/4/2010,7/12/2010,9/15/2010,79,0,"9/15/10, JM: 79 rings, 2009-1931."
