Census date,Observer name,Stake,Plot,Fence,Tag #,SpCode,Height 2012,Notes 2012,Height.cm 2014,Notes 2014,x,y,%L,Invasive1,%invasive1,Invasive2,%invasive2,Invasive3,%invasive3,Invasive4,%invasive4
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5263,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5264,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5265,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5266,paqu,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5267,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5268,fram,NA,not surveyed 2012,11,,0.70,0.60,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5269,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5270,fram,NA,not surveyed 2012,14,,0.90,0.55,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5271,fram,NA,not surveyed 2012,9,,0.95,0.60,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5272,fram,NA,not surveyed 2012,16,,1.00,0.70,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5273,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5274,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5275,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5276,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5277,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5278,fram,NA,not surveyed 2012,13,,1.00,0.50,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5279,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5280,fram,NA,not surveyed 2012,15,,0.90,0.50,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5281,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5282,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5283,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5284,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5285,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5286,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5287,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5288,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5289,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5290,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5291,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5292,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5293,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5294,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5295,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5296,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5297,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5298,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5299,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5300,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5301,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5302,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5303,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5304,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5305,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5306,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5307,caco,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5308,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5309,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5310,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5311,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5312,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5313,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5314,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5315,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5316,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5317,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5318,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5319,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5320,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5321,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5322,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5323,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5324,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5325,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5326,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5327,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5328,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5329,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5330,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,1336-00,fram,,,11,New 2014,0.45,0.40,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,2986-00,prav,,,13,New 2014,1.00,0.20,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,3159-00,paqu,NA,not surveyed 2012,15,,0.40,0.70,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5223-00,fram,,,14,New 2014,0.80,0.90,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,East,FALSE,5280-00,tora,,,10,New 2014,0.80,0.70,10,mivi,5, alpe,15,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,4661,fram,NA,not surveyed 2012,14,,0.40,0.30,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,4662,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5331,loja,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5332,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5333,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5334,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5335,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5336,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5337,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5338,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5339,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5340,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5341,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5342,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5343,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5344,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5345,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5346,loja,NA,not surveyed 2012,35,,0.40,0.90,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5347,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5348,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5349,loja,NA,not surveyed 2012,20,,0.80,0.70,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5350,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5351,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5352,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5353,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5354,loja,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5355,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5356,loja,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5357,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5358,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5359,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5360,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5361,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5362,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5363,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5364,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5365,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5366,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5367,vipr,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5368,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5369,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5370,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5371,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5372,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5373,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5374,vipr,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5375,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5376,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5377,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5378,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5379,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5380,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5381,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5382,fram,NA,not surveyed 2012,21,,0.80,0.60,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5383,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5384,syor,NA,not surveyed 2012,34.5,,0.10,0.10,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5385,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5386,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5387,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5388,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5389,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5390,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5391,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5392,syor,NA,not surveyed 2012,51,,0.50,0.30,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5393,syor,NA,not surveyed 2012,25.5,,0.40,0.20,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5394,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5395,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5396,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5397,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5398,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5399,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,5400,fram,NA,not surveyed 2012,15,,0.35,0.10,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6001,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6002,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6003,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6004,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6005,fram,NA,not surveyed 2012,18,,0.35,0.10,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6006,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6007,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6008,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6009,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6010,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6011,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6012,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6013,ulru,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6014,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6015,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6016,fram,NA,not surveyed 2012,NA,"D, TR",NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6017,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6018,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6019,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
7/1/2014,"Gonzalez, Lewis A",1614,South,FALSE,6020,fram,NA,not surveyed 2012,NA,NN,NA,NA,10,mivi,40, alpe,5,None,0,None,0
